"Index","Product","Date","Stars","Review"
15393,"iHeartRadio",2014-09-28,5,"Well everyone who knows me knows I love music. So when I had a chance to ...   Well everyone who knows me knows I love music.  So when I had a chance to play music on my Kindle Fire, I took it.  For anyone who likes music you can choose what type of music you want.  Enjoy!!!!!"
15399,"iHeartRadio",2014-03-04,5,"iHeartRadio   I had this app on my my Droid Razzr Max HD cell & use it often.  Was a great surprise to find I could get it for my Kindle HDX.  I listen to the radio at least 6 hours everyday.  For radio lovers while reading or working it is a great app."
15400,"iHeartRadio",2014-01-10,4,"great app for talk radio fans   Iheart is a great way to listen to stations from around the country. I use it fo talk radio stations that I can't tune into. You have to live with a small amount of advertisements to keep it free. Less than  most of the free games I play. I love it."
15403,"iHeartRadio",2014-03-24,5,"Amazing   this app is great for the people who listen to music and like a variety of different styles of music and artists. It's great because you can listen to any radio station to plus artists and it's all new music plus a little old music to."
15408,"iHeartRadio",2016-03-26,4,"Nice app, works well   I use this app often. It makes it easy to listen to radio stations thru my Kindle."
15409,"iHeartRadio",2015-07-06,1,"iHeart radio   Why would you require macro sign in with Facebook???  No thanks you do not need access to my Facebook page. I have removed it from my Kindle."
15411,"iHeartRadio",2016-04-19,5,"I heart radio app   Great app, every kind of radio station and music you would like to listen to."
15413,"iHeartRadio",2017-01-05,5,"GOT TO GET   I love this app💙💙💙"
15414,"iHeartRadio",2017-01-23,4,"Four Stars   Good music selections"
15419,"iHeartRadio",2017-09-05,5,"Great tunes   Awesome"
15425,"iHeartRadio",2015-06-26,4,"... get the pleasure of listening to all my old favorite song. Once your music choice is identified   I get the pleasure of listening to all my old favorite song.  Once your music choice is identified,  the program finds more to fit  your taste."
15428,"iHeartRadio",2016-09-28,5,"I love Iheartradio!!!   I love it.  I can get my kind of music!!"
15442,"iHeartRadio",2015-05-09,5,"I Heart radio rocks!   So far it's the only music I listen to while online or just in the mood. So many choices for stations and the best of music mixes found yet!!! The very best."
15451,"iHeartRadio",2015-11-04,5,"best music app ever   This app lets me listen to my favorite artists it also comes me down when I'm mad this music app is super helpful"
15453,"iHeartRadio",2016-05-07,1,"One Star   Says downloaded to my samaung tablet but I cant find it in apps to open😧"
15454,"iHeartRadio",2015-02-21,5,"awesome   This app is wonderful you can look up stations and If you skip a song there is no such thing as skip limit good bye Pandora!🎶🎵🎶 And this is coming from a 10 year old"
15456,"iHeartRadio",2013-11-02,4,"good app   I like to listen to the created station but for some ungodly reason I can't get rid of all the Josh Grodan music. That guy is putrid and no matter how many times I thumbs down his music they keep putting more on.  Get rid of that guy and I'll change to 5 stars"
15458,"iHeartRadio",2015-05-22,5,"AWESOME   This might be better than any of the major music apps. Such as pandora and other things. I listen to this all the time and it is the best I have seen"
15462,"iHeartRadio",2015-02-24,5,"super amazing music   Hey music lovers out there.pick this app  it let's u search for any music artist station and songs.have your very own music world at the palm of your hands!!!!!!!!!!!!"
15464,"iHeartRadio",2014-10-27,5,"Love my music stations   I enjoy this app , I've down loaded several music apps and this one is my favorite !! I can listens to my radio stations or a type of music , thumbs up on this app , 5 stars all the way !!!!"
15466,"iHeartRadio",2016-12-13,5,"Petfect   Love it"
15470,"iHeartRadio",2013-11-04,3,"Locks you in to genre or station.  No immediately obvious buttons to give listener any flexibility.   Locks you in to what you select.  Makes shifting back and forth between stations, etc. a mystery.  Nice when you're lucky enough to hit what you want the first time.  But, what quickly accessible buttons are available to shift you out of genre and/or station?"
15475,"iHeartRadio",2015-09-25,1,"awful   It won't play without stopping to buffer for long periods of time. And when it does work it cuts out a lot. Very unhappy."
15476,"iHeartRadio",2016-12-21,5,"Five Stars   it is what I wanted"
15478,"iHeartRadio",2017-07-22,5,"Fantastic   Better than Pandora"
15483,"iHeartRadio",2013-05-29,5,"Got it for my Kindle   I got this for my Kindle the night Oklahoma was having its' behind handed to it by those tornadoes. I ended up not being able to find a newsradio station in the whole state, but this app was tremendous for ease of use and worked perfectly. Absolutely idiot-proof, and I'm glad I have it."
15485,"iHeartRadio",2014-11-07,5,"i heart iheartradio   This app is so much better than Pandora or spotify or songza. you can either upvote and downvote songs creating your own station or you can stream live radio stations. five stars from me!"
15495,"iHeartRadio",2015-08-08,5,"iHeart Radio - Free Music & Internet Radio   I'm so glad I found this app so my husband and I can listen to the program, ""God Is Just a Prayer Away"" on Sunday mornings."
15502,"iHeartRadio",2014-01-07,1,"Totally useless to me   This app doesn't have my city, the largest in North Dakota, so none of the stations that I listen to or want to listen to.  I would give it no stars if that was possible.  I'm not sure what it uses as a media connection but it's not useful to me."
15504,"iHeartRadio",2015-12-01,5,"Great!   Awesome! Let's me listen to my favorite songs of all types and of all times! Five stars proven worthy of!"
15506,"iHeartRadio",2016-12-29,5,"Five Stars   I love iHeartRadio"
15510,"iHeartRadio",2016-12-02,5,"Five Stars   its really good stuff."
15511,"iHeartRadio",2013-09-21,5,"awesome   Love this app I can listen to anything I want and if I don't like a song I can give it a thumbs down or thumbs up if I like the song"
15514,"iHeartRadio",2013-07-30,5,"IHearRadio   I listen to KNBR 680 Sport Channel from SF bay area. IHearRadio allow me to listen to my favorite radio station from anywhere in the world. Currently, I am in South Korea working with the US Army and listening to the iHeartRadio brings something from home when I am far away."
15521,"iHeartRadio",2014-04-24,4,"Great AM band frequency response!   AM talk radio is a biggy for me every day, but the usual broadcast signals are terrible and during inclement weather - unusable. The iHeartRadio signal, however is crystal clear and the best I've ever heard! Terrific asset!!!"
15528,"iHeartRadio",2014-02-18,2,"Doesn't have all the radio stations...   It doesn't have all the radio stations despite it's seemingly lengthy playlist of stations...bigger isn't better when it comes to radio. People really still care for local personalities and local music...the app for this would be itunes!"
15529,"iHeartRadio",2016-12-16,5,"Five Stars   Good music source."
15530,"iHeartRadio",2014-06-16,5,"iHeart Rocks   This is a one-of-kind app delivering fantastic music selections and create your own stations. My what's off to I-Heart and the creative minds behind the programming of this online music jukebox of the 21st century."
15531,"iHeartRadio",2016-05-16,5,"Five Stars   love it, all the best is here and I never get bored with repeats..."
15532,"iHeartRadio",2017-01-10,5,"Great!   I like it a lot!!"
15533,"iHeartRadio",2017-01-21,1,"One Star   not user friendly"
15535,"iHeartRadio",2016-12-26,5,"Download!!   Great! Get it. 💙"
15536,"iHeartRadio",2014-12-06,5,"My Favorite Radio Station   A good app to have if you love music.  You can listen to music from the past or up to date music, it is there for your listening.  You are going to love iHeartRadio and it's free."
15543,"iHeartRadio",2014-10-27,5,"It's great!! Love it   It's great!! Love it! Love that I can choose my fav songs & artists and listen to them whenever I want! iHeartRadio is such a great idea! Thanks, iHeartRadio for being free on my Kindle!!"
15546,"iHeartRadio",2014-04-02,5,"Makes my Day Happy  !!!   So cool to be able to access all these songs from my KindleFire  who knew this waseven possible!  Thanks for my pleasure during my hectic days.  Caretaker for husbandwith advanced Parkinson""s Disease."
15551,"iHeartRadio",2016-05-03,4,"Four Stars   I also like this app. I can pick any type of music based on my moods."
15552,"iHeartRadio",2015-02-16,5,"Love it!!!   I bought this app feeling a little skepticle but I decided to try it after seeing all the good reviews. I love it! You will not regret your desition to get this app."
15553,"iHeartRadio",2016-05-29,5,"best app ever   If you like radio get this app you can listen to about anything"
15554,"iHeartRadio",2012-07-02,5,"Facebook?   Just log in with an email instead. I have never had a facebook account and use this app regularly without a problem. I don't understand these one star ratings because you have the option to log in with a facebook account. I don't like facebook but love this app. People should probably just click the other button than the facebook one."
15559,"iHeartRadio",2017-02-05,5,"Love it   Just love it all"
15561,"iHeartRadio",2016-12-30,5,"My music   Love IHeartRadio"
15563,"iHeartRadio",2017-02-09,5,"Five Stars   Amazing free app"
15565,"iHeartRadio",2014-11-02,1,"Good   If it would work it would be good but it keeps freezing up and repeats want it just said and I'm thinking about deleting it if there's not an update soon. So  download at your own risk!"
15569,"iHeartRadio",2014-07-07,5,"Awesome!! :)   This app is by far the best music app that I have found so far. I really like it and think you will too if you download it. :)"
15575,"iHeartRadio",2015-03-24,5,"love it   I love this app. You can look up different artists and it plays live radio stations to. This app needs to have internet to go on it thow bit I really like to"
15577,"iHeartRadio",2014-08-03,5,"Five Stars   Great app!"
15578,"iHeartRadio",2016-05-22,5,"One of my favorites   The name says it all . It's so easy to use , and I do enjoy it ."
15585,"iHeartRadio",2014-05-06,5,"Awesome app!!!   Pretty cool music app. I personally like it better than Pandora! Visually it give you more to look at and better personalization of stations."
15587,"iHeartRadio",2016-04-06,4,"yes!!!!!!   This app is so nice! Everyone in my family that listens to music uses it!!"
15591,"iHeartRadio",2016-12-07,1,"One Star   Not user friendly."
15599,"iHeartRadio",2015-03-10,5,"perfect   I use this to set the right mood for Everything! Working out, car rides with the kids, alone time with my husband, dance parties in my living room, everything."
15601,"iHeartRadio",2013-11-25,5,"so amazing   this app is the best thing since slice bread!. the fact that they have live engineers paying attention to the songs you like and don't like is amazing. its more like the User is in control.and more would be successful if they folllow this blue print!"
15602,"iHeartRadio",2016-05-22,5,"Love it   This is a great app for anyone that loves music as much as I do"
15605,"iHeartRadio",2013-09-19,5,"Amazing and best you can get radio app   This app is amazing you can listen to all of your favorite stations and songs you can like or dislike the song and the dj will look at it it also shows the picture of the artist the bio and the lyrics so if you want to listen to music this is the app to get :) !"
15609,"iHeartRadio",2014-04-06,5,"Awesome app and awesome music!!!   I LOVE I Heart Radio! I listen to it every day and love that you can not only listen to local, national and international radio but also you can also customize your own stations!Most importantly of all, it's FREE!"
15610,"iHeartRadio",2015-04-11,5,"5 Stars, Perfect, Incredible   Finally Radio Played YOUR Way... Make You Feel Like A DJ... All The Songs You Like Whenever You Want Wherever And However You Want... Thanks IHeartRadio"
15615,"iHeartRadio",2014-11-03,4,"recommended   In my opinion it's WAY better then Pandora. It adjusts your radio to your style and I like it. Although they should not add the selected genres to your station list. I don't like that"
15617,"iHeartRadio",2013-08-09,4,"Great Music App   Ths app plays on my laptop, tablet, and mobile device.  However, it is difficult to create a station with just two to three artists only. Sometimes I only want to listen to a certain artist, but have not been able to. I would give it 5 stars if it wasn't for this flaw."
15618,"iHeartRadio",2015-02-21,5,"iHeartRadio is the best app to have on my phone and tablet   iHeartRadio is the best app to have on my phone and tablet!!!! Loving my favorite songs and artist coming from my lists of stations at iHeartRadio, Big Thumbs up!"
15625,"iHeartRadio",2016-12-22,5,"Five Stars   love this app,"
15628,"iHeartRadio",2017-01-30,5,"Free internet radio with  commercials!   Still the one!"
15635,"iHeartRadio",2014-12-24,5,":0 awesome   This app allows you to listen to music and actually enjoy it. It doesn't take away words if you know what I mean. ALSO ITS TOTALLY FREE!!!! I definitely recommend this app."
15636,"iHeartRadio",2014-12-04,4,"great!   Really nice for the selection...would like them to vary the music a little more, just because I like the song there's no need to play it to death lol... just like radio I guess"
15637,"iHeartRadio",2014-04-27,5,"AWESOME   I love this app because you don't have to login to Facebook or anything.You are able to listen to You're favorite radio and much more. I also suggest that you listen to Air1. That is if you LOVE POSSITIVE HITS!!!!!!!!!!!"
15644,"iHeartRadio",2016-11-04,5,"Best Invention Ever   Love The iHeartRadio App"
15645,"iHeartRadio",2015-11-18,5,"tons of music   strap on those headphones and start listening to any music. Has basically every music channel and song."
15648,"iHeartRadio",2016-03-30,1,"One Star   Have seen this - hoped it was a true tunable app.Still searching..."
15649,"iHeartRadio",2014-09-03,4,"well liked   I like that there is less advertisements then Pandora. Its convenient and easy to use. No need to link to anything just create an ID and you can use it on any device as long as you sign on once."
15653,"iHeartRadio",2016-12-28,5,"Five Stars   i love iheart"
15657,"iHeartRadio",2017-02-13,5,"Greatest App ever!!!   I love it!!!!"
15658,"iHeartRadio",2016-12-25,5,"Love the app   Love the app!"
15663,"iHeartRadio",2014-09-26,5,"Great app!   Do you like arianna grande, miley cyrus, katy perry, selena gomez, or really any band or singer? To put this in simpler words, do you like music? If you do... get this app!I love  this app!"
15665,"iHeartRadio",2016-11-19,5,"No Commercials!!!   Love no commercials!"
15672,"iHeartRadio",2016-04-12,5,"Love it!   Absolutely love this app!  It works great on both my phone and kindle."
15676,"iHeartRadio",2016-10-08,5,"Excellent site to groove on   Real good selection of music."
15677,"iHeartRadio",2016-12-12,5,"Five Stars   Love all I get"
15680,"iHeartRadio",2016-09-07,5,"Awesome app love it   I think it is worth a five star rate"
15687,"iHeartRadio",2014-11-01,5,"Awesome   This app is way better than Pandora,you get to listen to all of the music you want without all of the annoying ads.I would recommend this app to anyone looking for a good music app."
15688,"iHeartRadio",2017-01-13,5,"Z104   Its the Best"
15695,"iHeartRadio",2014-05-28,5,"Amazing - Truth and Mercy   You may not get to choose what song you listen to,  but you do get to find the artist or group and explore all of its songs,  plus some others like it. Very conveinent if you dont know what you want to listen to."
15698,"iHeartRadio",2016-03-06,4,"Not bad, just wish they would play more Slipknot on ...   Not bad , just wish they would play more Slipknot on ""Slipknot radio"""
15709,"iHeartRadio",2015-11-10,5,"best online station   I love the way the station took all my favorites and created one station that covers it all, wonderful."
15712,"iHeartRadio",2015-11-23,4,"Works great, but gave four stars because some of the ...   Works great, but gave four stars because some of the stations I want to listen to are not available."
15713,"iHeartRadio",2014-09-17,5,"Music for ME   LOVE this app for listening to music according to my mood and artist preference for the day or even hour."
15721,"iHeartRadio",2016-05-16,3,"Steering your listening   Worked alright, none of the stations I wanted were available."
15722,"iHeartRadio",2013-12-16,4,"could be better   The app is awesome all in all, the only problem is that you cannot listen to any radio station near you, instead you have to listen to the ones that sponsor I heart radio"
15729,"iHeartRadio",2017-01-30,5,"Five Stars   awesome app"
15732,"iHeartRadio",2016-01-31,5,"Very happy with I heart radio!   Love I heart radio.  Let's everyone choose the kind of music and stations they like."
15735,"iHeartRadio",2016-11-15,5,"Five Stars   Great online radio!"
15736,"iHeartRadio",2013-07-11,4,"confused   i love this app, but i cant even find my favourite radio station, 100.7 STAR and that is really the only radio station that i listen to on a daily basis. other than that, its a great app, but i sure wish that they would include ALL stations, no matter how insignificant."
15738,"iHeartRadio",2013-11-06,5,"5 stars rating   Anyone you want to listen to and any genre you want to listen to, you can find using iHeartRadio (at least what I've looked for). And I haven't really noticed much advertisement between songs (yet). As of now, I give it 5 stars. Take it or leave it."
15740,"iHeartRadio",2015-08-17,5,"great   love the unlimited chanels that you can pick from so that you can hear your favert songs that you lozenge to all the time"
15748,"iHeartRadio",2014-01-13,5,"Great way to keep up with the world on vacation!   Whenever I'm away from home, my Kindle Fire is a trusty companion!  The iHeartRadio App is great to keep up with world news and to be able to listen to music I enjoy without having to search dozens of stations to find one that suits me!"
15751,"iHeartRadio",2015-06-10,5,"best for country music   You can use as many country songs.  For all those country music lovers out their if you want to text me on kik it's numberonefarmer2525"
15753,"iHeartRadio",2014-06-02,5,"Love iHeart   Listen to this while in Alabama and fell in love with 98.7 and my station is in Chicago. I put it on my kindle and take it all through the house with me.  I love their old music too; they just play good music."
15754,"iHeartRadio",2013-04-09,5,"I LOVE my iHeartRadio   There was a station out of Des Moines, IA that I loved but live too far away to get.  When I heard on a commercial that it was a part of iHeartRadio I had to download it.  Now not only do I have access to this amazing station but I can also make my own custom stations!  EXCELLENT APP!"
15757,"iHeartRadio",2016-12-03,5,"Five Stars   Cool Music app"
15759,"iHeartRadio",2016-03-29,4,"Four Stars   Lovely, but no Grand Ole Opry, just archives NO live performances!!!!!"
15760,"iHeartRadio",2014-01-16,5,"Yes   I can take one of my favorite stations with me wherever I am working in and around the house. It leaves my other radios on other stations that I like to listen to. It's so hard to find the local iHeartRadio station on one of my radios."
15762,"iHeartRadio",2016-11-01,3,"Three Stars   not a great selection"
15769,"iHeartRadio",2016-09-30,5,"Love it   I very much enjoy this <3"
15776,"iHeartRadio",2016-03-26,5,"Awesome app   Good way to listen to local stations anyplace any time I love this app"
15778,"iHeartRadio",2013-09-19,5,"better than pandora   I love the stations they make like pogo stick pop which is all of my fab artists mixed together! I love this app, I would even pay for it. It also has channels with no explicit words or anything and you can turn on like a child safety thing. It's worth it."
15779,"iHeartRadio",2016-01-10,5,"I love this app,   This app is so much better than Pandora and you can listen to almost anything you want."
15781,"iHeartRadio",2016-10-16,5,"IHeart Radio   Convenience, good music."
15786,"iHeartRadio",2013-06-30,4,"Good Choice   iHeartRadio was a good choice. Works well on my Kindle Fire. Have not had any problems with it. Love that I can get a Jazz station since we don't have one in the city where I live. Highly recommend to anyone who likes variety and enjoys listening to music or talk radio."
15787,"iHeartRadio",2014-07-22,5,"its coo   it has a nice option of artist. still havnt figured out the ""create your own station"" thing but oh well just sometimes it doesnt load the app so i just restart my kindle and then it works!"
15789,"iHeartRadio",2016-12-27,5,"Five Stars   Love it !"
15791,"iHeartRadio",2016-11-09,5,"Five Stars   thank you"
15793,"iHeartRadio",2017-01-22,4,"Four Stars   I like it"
15795,"iHeartRadio",2017-02-02,5,"Five Stars   best ever"
15797,"iHeartRadio",2014-03-05,5,"For music lovers. =)   It has all my favorite Radio stations! Plus you can create your own stations too! I will never think of deleting this app. Seriously, I l.o.v.e. it. YOU NEED TO GET IT!!! Don't  listen to those nasty liers. Download it!!!!!!!"
15803,"iHeartRadio",2013-09-28,5,"awesome   I love listening to 93.3 FLZ and with this app it makes it possible to enjoy every song. With this app I don't have to be listening to a boombox but can have it on my kindle and can listen to my favorite station while on other apps. I love this app!!!!!!"
15808,"iHeartRadio",2016-02-08,5,"BEST APP THERE IS WHEN IT COMES TO MUSIC...   It's the best way to listen to your favorite genes during the day... anywhere..."
15810,"iHeartRadio",2014-01-09,5,"cool app. ..   Cool .... really enjoy listening to the music. Cool stations.  I even have it as my alarm to wake me in the morning.  I have it on the news station so I can hear what's up and the weather.  O, and you can create your own stations too !"
15814,"iHeartRadio",2013-05-16,5,"iHeart Radio   I'm very happy to have this app.  For me in Chicago my oldies station has gone to crap and it plays 60's thru 80's and still considers itself an Oldies station.  I found a great station in WI that plays true oldies and it was made possible for me to carry around with this app."
15815,"iHeartRadio",2013-09-20,5,"Better than Pandora.   Don't get me wrong; I enjoy the other guy but with them they tend to repeat the same songs.  They also add songs that doesn't go with the genre of music that you've picked.  With iHeartRadio I haven't had this happen!  Kudos to the staff at iHeartRadio!!!"
15817,"iHeartRadio",2016-11-13,5,"Good music   Listen all night!"
15819,"iHeartRadio",2015-09-07,5,"WONDERFUL! JUST WONDERFUL!!!   I think this is fantastic!  I can turn on my Kindle and listen to music while doing my newspaper crossword puzzle."
15820,"iHeartRadio",2015-05-05,5,"awesome   This a awesome app I mean sweet no extraordinary and awe some songs"
15825,"iHeartRadio",2017-01-28,5,"Five Stars   love it."
15826,"iHeartRadio",2017-02-04,4,"Four Stars   it works"
15834,"iHeartRadio",2014-08-25,4,"its great!   It's a great app, I wish it didn't need internet though... and they should play more of the actual artists of the station you choose... but other than that it's great and I love it&#60;3"
15836,"iHeartRadio",2016-10-28,5,"Five Stars   My favorite stations"
15838,"iHeartRadio",2016-09-23,5,"Love it.   My go to music app. Love it."
15844,"iHeartRadio",2016-11-01,5,"Great.   Does what it should"
15845,"iHeartRadio",2016-10-23,5,"Five Stars   Love it when I use it"
15848,"iHeartRadio",2013-12-22,5,"thank God, finally good music   New to I Hart radio 2min into it and I've fallen in love with it thanks very much.  I would like to share with everyone that you need to get this app now.  The sooner you have it you can start enjoying music the way you like it,your way."
15855,"iHeartRadio",2014-05-23,5,"Surprisingly Great   I didn`t expect this app to be so good.  It is easy to use and fun.  I really enjoy listening to stations from other cities.  If it stays the same and has no changes, this will be one of the best apps.. EVER."
15858,"iHeartRadio",2013-04-19,4,"Email is required not facebook   Many of the complaints stem from the facebook sign in. However you can use an email account. There is also an option in settings to disable facebook posts. One complaint I do have however is the last 20+ songs on one of my custom stations were in Spanish which could be a problem."
15862,"iHeartRadio",2016-07-03,5,"perfect selections   Random yet exactly what you want to hear next!"
15864,"iHeartRadio",2016-02-05,3,"Three Stars   Son in law down loaded it's a good app..I rarely listen sorry can't yeah or nay"
15867,"iHeartRadio",2017-01-03,5,"Five Stars   Love it"
15872,"iHeartRadio",2017-02-10,5,"Five Stars   Love it"
15878,"iHeartRadio",2017-02-19,5,"Five Stars   LOVE IT"
15886,"iHeartRadio",2014-02-20,5,"love it   This is way better than pandora because it loads way faster and you can listen to the radio and no stupid adds popping up randomly. Also the timer is amazingly smart.this is a great app that is worth the space on your device!"
15889,"iHeartRadio",2015-06-17,3,"Use on occasion but Pandora paid is far better.   Its nice...but stations are not too easy to find if you are looking for genre only. It helps to know what stations you like first."
15894,"iHeartRadio",2016-06-13,1,"Does not work on Kindle Fire.   Unable to use the app even after loading it twice."
15897,"iHeartRadio",2016-06-30,5,"Five Stars   Kids can find what they like, ie radio disney."
15901,"iHeartRadio",2015-03-26,3,"when it works it's great!   My little old kindle stutters a bit when loading/starting up the app. after that it works great. It's definitely my go to music source on a kindle."
15908,"iHeartRadio",2015-03-10,4,"A very good service   Wonderful, but I listen little due to the limited range of offerings.  Most folks will be ecstatic if their musical tastes are more or less 'typical'."
15909,"iHeartRadio",2016-09-20,5,"Five Stars   Love the different stations"
15914,"iHeartRadio",2014-01-31,5,"I Heart Radio   Just downloaded IHeartRadio to my laptop and Kindle and now I can take my favorite music anywhere I go. It's perfect to take my Kindle into the bathroom to play while I get dressed. A happy start to my day. The sound is awesome!"
15919,"iHeartRadio",2017-02-01,5,"Five Stars   Great."
15927,"iHeartRadio",2015-06-17,5,"Yes!!!   Provides you with free music stations. How could it get any better, you can also play games while listening to your music choice."
15929,"iHeartRadio",2013-02-12,5,"why Love it   I like because I can plug in one artist and I don't have to them repeated but it plays other artist and keeps coming back to one you wanted to listen to in first place....I get to take favorite station with me every where I go and listen to stations from places I used to live and loved..."
15933,"iHeartRadio",2016-12-01,5,"😀   This good."
15934,"iHeartRadio",2015-08-21,5,"Amazing app   I always hear my fav. songs. They have all the radio stations you can think of. Best music app ever invented.😍🙌🕔"
15937,"iHeartRadio",2016-06-17,5,"Elvis Duran   Love listening to Elvis Duran in the morning !!!"
15940,"iHeartRadio",2014-11-26,5,"really good app!   I think this is an extremely good app except for the innapropriate music and such which they cant help Bc the popstars and celeberites do that. but other wise I love it!"
15942,"iHeartRadio",2016-06-26,5,"Better than Pandora   great music  better than pandora and it's free"
15943,"iHeartRadio",2016-03-31,5,"good station   Plays great music. Wish u could have more skips. Would recommend."
15945,"iHeartRadio",2015-06-10,5,"Fantastic!   This service is extraordinarily sensitive to customer requests for kinds of music and modifies selections accordingly!  Fantastic!"
15946,"iHeartRadio",2012-09-13,5,"iheart radio   Iheart Radio is the best.  I love listening to many songs from the 70's.  Brings back great memories.  The best is that there are no interuptions such as commercials.  It does not stop playing and ask you if you are still there.  I would highly rate this app is being the greatest addition to my iphone and ipad!"
15947,"iHeartRadio",2016-12-12,4,"Four Stars   Love it"
15948,"iHeartRadio",2015-05-21,5,"Freaking awesome!😇   this is perfect for my homework music even though my parents say I listen to it to loud I dont care it helps me concentrate,😊😄😊😄😄"
15953,"iHeartRadio",2017-01-31,5,"Five Stars   gifts"
15957,"iHeartRadio",2013-06-13,4,"Took me too long to try it out. Works great on my Kindle Fire.   Very cool. Have trouble with radio reception where I live, but with Wi Fi I get to listen to what I want anywhere there is Wi Fi. I had heard/known about iHeartRadio for some time now, just never thought about using my Kindle Fire to try it out. My daughter nudged me."
15958,"iHeartRadio",2014-10-13,5,"love it   If you are thinking of getting this app you really should no fought about it. You will LOVE IT this app is 10x better than pandora you can skip as many songs as you want to skip"
15959,"iHeartRadio",2016-12-06,5,"Five Stars   Love it!"
15976,"iHeartRadio",2016-12-04,5,"Five Stars   LOVED IT"
15983,"iHeartRadio",2016-02-09,5,"Love it   It's awesome, because u can type in the song u want and it usually plays it"
15984,"iHeartRadio",2015-04-02,5,"great!   I love it! Only one problem. If u mess up you stuff signing up, then it doesn't  let u try again. U have to download it again. It's still good."
15986,"iHeartRadio",2016-11-16,4,"Love it   Sounds great"
15987,"iHeartRadio",2017-02-05,5,"Five Stars   Good"
15990,"iHeartRadio",2017-01-04,5,"Five Stars   Good"
15991,"iHeartRadio",2016-12-02,5,"Five Stars   Good app"
15992,"iHeartRadio",2015-04-21,5,"Love <3   Black bla bla get it now you'll love it it's great okay. So so so high right now this  twenty words minimum is the most annoyin. Get Iheart"
15993,"iHeartRadio",2016-09-06,4,"Four Stars   had it a lot when had kindle"
15994,"iHeartRadio",2014-07-22,5,"awesome app thoe   i love this app but I just with it had more skips than it does, cause they aren't always songs i know or like."
15998,"iHeartRadio",2016-11-19,5,"Perfect   Just right!"
16002,"iHeartRadio",2016-01-16,5,"Enjoy.   Enjoy making my own play lists and being able to listen to my favorite stations."
16004,"iHeartRadio",2016-07-18,5,"best app ever   This is a great app for kids and adults"
16008,"iHeartRadio",2015-08-15,5,"great app   I've been lookin for an app that I can use when I'm playing or working on other apps and I can do it with this one"
16011,"iHeartRadio",2015-12-01,5,"This is an absolute must-have while at the office and when traveling!   iHeartRadio is life. This is an absolute must-have while at the office and when traveling!"
16012,"iHeartRadio",2015-01-03,1,"Why does it need to track my location   I never use apps that demand to track my location.  For a mapping function I could see the purpose, but to listen to the radio?  Zero stars if I could give it."
16014,"iHeartRadio",2014-03-03,2,"iheart radio   I didn't care for this app it was ok but just not what I was looking for maybe if there were more stations and closer to home with more types of music than just what is played today then I would have liked it more"
16017,"iHeartRadio",2013-11-19,3,"Unertain   This is a program that is okay and I only say that because I didn't have much success when I first tried it and then didn't try it again. It may be a good program but because I didn't try it often enough, I can't say one way or the other."
16023,"iHeartRadio",2014-08-19,5,"this is awesome!!!   This app is amazing. You can turn on a song then go back to the home screen and the music will still play. You can even turn off your device and it will play!! ·__________·"
16024,"iHeartRadio",2014-01-10,5,"Rocking Out   This app is like a gateway to all kinds of music. If you like metal now, you may end up liking country now. I have listened to genres that I didn't even know existed until now, its FANTASTIC. I definatly recommend that you get this app."
16028,"iHeartRadio",2016-02-13,5,"Might not work on your Android version   If you can get the version to work on your version of Android it's great."
16032,"iHeartRadio",2016-01-08,5,"digging it   I like the fact that you can change up the station to play less well known music."
16034,"iHeartRadio",2013-03-17,5,"Love this App!   I easily hop radio stations 24/7 with this app. I love listening to the different radio stations in different cities, keeps life interesting. Also you learn new music really fast with this app rather than listening to the same local radio station that does not branch out as much."
16036,"iHeartRadio",2016-10-18,2,"dissapointed   Keeps on freezing"
16039,"iHeartRadio",2014-04-01,3,"Nothing Expectional or worth Changing For   Not impressed, nothing to switch from Pandora for. I was expecting more from all the hype, but after giving it a try, will keep looking."
16043,"iHeartRadio",2014-09-05,5,"loke.49   You should get it if you're on the road and you're boring parents won't put on want you want get on you 're phone and just type in the station and it's all smooth sailing from there."
16045,"iHeartRadio",2014-12-28,5,"WOW   Amazing I can hear what I want to hear plus more from the same artist or kind of music im looking for its amazing and easyð one clickand im ready to go."
16046,"iHeartRadio",2016-10-21,5,"Five Stars   love 92.9 Boston"
16055,"iHeartRadio",2015-02-14,5,"great statio   This station offers a myriad of selections!  It is easy to access and always has something to offer in variety of modes.  Really enjoy I heart radio!"
16056,"iHeartRadio",2016-12-11,4,"Four Stars   good"
16057,"iHeartRadio",2014-06-13,5,"Great Music App For The Ages   This App is much better than Pandora. Pandora limits you to 40 hours a month. With iHeart you can listen as much as you like. And there are a lot of stations on iHeart as well. I listen to it a lot."
16059,"iHeartRadio",2015-01-20,5,"Meh Fudge!!   I absolutely love this app!!!! Best music app ever!! I get all my favorites plus I get introduced to different artist I've come to love!!! Recommended!!!!"
16061,"iHeartRadio",2012-07-18,2,"Was great until they added annoying commercials like pandora   This used to be a great app. Able to listen to various stations from around the country, without all those annoying interruptions of commercials like pandora. Not so with the latest update. Besides wanting access to Facebook, which is easy enough to turn off, we now have those lousy annoying commercials. Lame move!"
16068,"iHeartRadio",2015-07-04,4,"easy to use   Great way to jam."
16073,"iHeartRadio",2016-07-17,5,"uplifting   It is a gift from my Heavenly Father."
