"","Product","Date","Stars","Review"
"29477","Pandora",2014-02-14,5,"Great way to do music! I love the way Pandora plays and chooses music based on your favorite artists. They introduce me to music and artists I had not known. I like the ability to let it know what I like and do not like to better customize my listening experience."
"29482","Pandora",2015-11-13,5,"Really like this music app works great and songs are so ... Really like this music app works great and songs are so easy to find love all the options best of its it is free!"
"29487","Pandora",2016-02-09,2,"On my tablet, it plays one song at a ... On my tablet, it plays one song at a time, then, I have to turn the tablet off then back on."
"29490","Pandora",2013-10-11,5,"Music is food for the soul Pandora keeps me company whatever I am doing. Whether it be driving my granddaughter in the car, walking around the neighborhood, or working out at the gym or on my treadmill. Pandora provides whatever music I am in the mood for and keeps me in tune pun intended."
"29502","Pandora",2015-12-02,5,"Easy and good. By customizing as you go along, Pandora learns just what I like on my channels and is well worth the price."
"29503","Pandora",2013-01-07,4,"Great way to discover new music. Do you like music? Do you like free music? Are you interested in listening to your favorite bands while also discovering new bands? This is the app for you. It streams music based on a playlist. The playlist is created by adding a song/album/artist you like and then it streams music similar to your choice."
"29507","Pandora",2016-05-07,5,"Selection! I can pick what style or artist and that is better than any radio station!"
"29515","Pandora",2017-01-03,5,"Five Stars Pandora is terrific!"
"29516","Pandora",2014-11-15,5,"LOVE PANDORA I LOVE PANDORA MUCH . you can make a station with your favorite artists or just music type u like"
"29521","Pandora",2015-04-14,5,"Down load it for free today! Listen to your own personalized mix of stations. Music, comedy, stories. Fewer comercials than terrestrial radio, and the app is free. Good times for all!"
"29530","Pandora",2014-01-09,5,"Pandora I LOVE Pandora. You can choose which genre you would like to listen to. You can choose which singer/band/group you prefer. You can pick as many as you like. And the really neat part, is that if a song comes on and you do not like it you can thumbs down it and it will never play it again!! If you just do not feel like hearing a song at that time you hit another key and it will skip to the next selection but will play it again some time. It is a wonderful thing to have!!"
"29541","Pandora",2014-04-23,4,"good music but... When a friend sends me a Pandora song he likes, when I click on it I get something similar, but not the song I want to hear. I do not need Pandora to broaden my horizons , I want to hear the song my friend sent me....."
"29543","Pandora",2016-06-29,5,"Five Stars everything you can imagine at your command Totally awesome"
"29545","Pandora",2016-06-20,5,"Five Stars Pandora is the best. Eddie Money radio every day 👍🏻👍🏻👍🏻"
"29546","Pandora",2015-10-27,5,"Pandora This is the best pandora radio i have ever heard and used. And a good recourse!!!!! Ya'll should get Pandora! !!!!"
"29550","Pandora",2017-01-21,5,"Five Stars Just what I needed."
"29551","Pandora",2017-01-19,5,"Five Stars Great mix on music."
"29555","Pandora",2017-08-02,5,"Five Stars Great"
"29557","Pandora",2017-06-01,5,"Five Stars Great"
"29560","Pandora",2014-12-26,5,"amazint it is an amazing program. I loved it the first time I downloaded. The only thing they need to fix is the amount of skips u can use. But other wise it is a very good app to have."
"29562","Pandora",2016-09-14,5,"Five Stars Use radio station all the time on my echo"
"29563","Pandora",2016-02-04,3,"Love when it works Love pandora when it is working. I have found that since its newest update it buffers A LOT!"
"29564","Pandora",2016-11-27,5,"Five Stars Works well on the Kindle Fire"
"29565","Pandora",2016-12-22,4,"Four Stars Good even with advertising."
"29571","Pandora",2015-06-28,4,"Free version is pretty good Deducted a star because PAID version is a bit pricey. I just use the FREE and Pandora could stream more of the artist's music that you pick."
"29578","Pandora",2014-06-22,5,"Pandora My Pandora app has not been letting me play the station I want and keep the music playing when I exit the app, so when I exit the app the music stops, it is super annoying , but it is still good when it actually works"
"29579","Pandora",2016-06-07,5,"Five Stars Best offer around. Hear the music you love and no commercials."
"29580","Pandora",2016-06-25,5,"Five Stars I really liked the music. It was like you were on vacation."
"29586","Pandora",2014-01-06,3,"fantastic smart radio Good enough to listen to here at work minus the ads and commercials it is pretty convenient ! Wish I discovered Pandora seven years ago before I wasted hundreds of dollars buying music from iPod music store that I lost when my laptop crashed ! Lol"
"29600","Pandora",2014-04-07,1,"Serious problem with Kindle Fire HDX after installing Pandora I do not install that many apps on my Kindle. I currently have Yahoo Mail, Adobe Reader, NewEgg, and U.S. Presidents installed.I installed Pandora a week or so ago, the first app I installed in a couple months, and more as a lark than anything. I love Pandora, and have it on my iPhone and my computer. I listened for a few minutes, then paused it, went to the home screen, and then forgot about it.A few days later I opened my Kindle; Nothing happened. I assumed the battery was drained. I pressed the Power button a few seconds: it gave a little chime, nothing else. I closed the Oragami case, hooked up the charger, and let it sit for twenty minutes. Then I tried opening it. Nothing. I pressed the Power Button again, a little chime. I waited half a minute and the lock screen appeared. The indicator said 64 percent charged, so it had some charge the whole time.I tried unlocking the Kindle. Nothing happened for about twenty seconds, then the unlock icon slid left and after a few more seconds the PIN screen appeared. I entered my PIN, nothing. Then after a few seconds the dots appeared, one a second or so, and the screen unlocked. I pressed the Home Screen button, and after a few more seconds the Home Screen appeared.I got to the Apps section, and uninstalled Pandora. I rebooted the Kindle, and everything was normal. I have had no problems since I uninstalled Pandora.Maybe it was an interaction with Pandora, or maybe it runs in the background and got confused when I left my home WiFi network. I am not sure what happened exactly, but when something radically unexpected happens I have to think it was the most-recent change that caused it, especially since my main use for my Kindle is reading books."
"29603","Pandora",2016-08-28,1,"One Star Too many ads...Amazon prime music has no ads"
"29606","Pandora",2016-07-15,5,"Five Stars I love the line up after selecting your song of choice"
"29608","Pandora",2013-01-18,5,"Pandora I really like Pandora. I can pick from any kind of music and even comedy. I listen to it a lot. Mostly the comedy stations."
"29609","Pandora",2016-02-13,5,"overjoyed Luv it It has all the stations I love to listen to if u love music u should get this it is a 5/5"
"29610","Pandora",2016-03-15,5,"Five Stars I LOVE THE NEW THUMBS UP THAT YOU HAVE NOW ALOW USE TO KEEP PLAYING OUR OWN MUSIC"
"29611","Pandora",2016-05-10,5,"Five Stars Um who does not love continuous music with the ability to add variety?"
"29613","Pandora",2016-05-27,5,"Five Stars I enjoy Pandora it is nice to be able to have so many selections."
"29614","Pandora",2015-07-22,4,"Over all very happy with it Sone how on the way,it start mixing with some other kind of music which was not chosen in the first place. Over all very happy with it."
"29615","Pandora",2016-07-27,4,"Four Stars I wish I could select my songs in an easier manner."
"29618","Pandora",2013-12-20,5,"Love it. I hear it everynight. All sorts of music. I love the classical and nature music. I would recommend. Enjoy !"
"29623","Pandora",2016-12-13,5,"Five Stars Great app for music"
"29624","Pandora",2016-10-25,5,"Good AP for background music. Good APP but is it just me or have the ads gotten more frequent compared to a few years back?"
"29628","Pandora",2015-09-13,5,"Very happy I was able to locate this app I am old school ......Very happy I was able to locate this app. ; Constantly listen to Country 2000's tunes......"
"29629","Pandora",2016-10-13,5,"Five Stars I can listen to the music I love!"
"29630","Pandora",2016-07-26,4,"Four Stars Pandora is one of the most reliable music provider."
"29631","Pandora",2014-02-03,5,"Old time rock and roll! I love Pandora radio. I listen to the Temptations, the Dells, Kenny Vance and the Planetones, the Shirelles, and a host of other famous groups from the 50's and 60's. Then when I want a change of pace, I am able to listen to Sara Brightman!"
"29634","Pandora",2017-10-13,5,"Five Stars Great"
"29637","Pandora",2016-07-08,5,"I really like Pandora. I would recommend it to anyone I really like Pandora. I would recommend it to anyone."
"29654","Pandora",2017-02-09,4,"Four Stars Pandora is great!"
"29658","Pandora",2016-09-28,4,"Four Stars minus the add/popups great music app"
"29660","Pandora",2016-02-22,5,"LOVE LOVE LOVE Pandora Love it!!! would not choose any other media for my music! been a loyal fan for years."
"29661","Pandora",2016-07-05,5,"Five Stars Love for music on the go, customizable and easy to use."
"29662","Pandora",2013-03-20,5,"Music Music Music What is not to love about Pandora! You get to make up your own radio stations, and if you go with the free version, the commercials are very short. I really like how it give you suggestions of artists that have similiar music so you can learn about other groups and broaden your music listening."
"29670","Pandora",2014-02-07,5,"Pandora I have loved downloading this app for the shortcut to access Pandora. It has made my life a whole lot easier to access my account and no trouble at all with the download and or problems with my phone. I would recommend this to everyone."
"29683","Pandora",2016-10-24,5,"What is not to like? Great music for free What is not to like? Great music for free! I can live with the commercials, even though there seem to be more of them these days."
"29685","Pandora",2017-01-30,5,"Five Stars Great. I love it"
"29686","Pandora",2016-12-29,5,"Five Stars Love the variety"
"29692","Pandora",2017-01-08,5,"Five Stars Pandora is nice."
"29693","Pandora",2017-01-09,5,"Five Stars Great music site"
"29696","Pandora",2017-01-05,4,"Four Stars I enjoy Pandora!"
"29699","Pandora",2013-01-25,5,"Coolest thing since FM I put this on when I am walking around the house...entertaining guest...whenever I want good background music that suits my taste.I LOVE having my own radio station.Whoever compiles the tracks does a good job and knows the genre.MUCH better than the terrible B-side mixes used on Sirius."
"29700","Pandora",2016-05-24,5,"Five Stars It opens you up to many different genre's of music that you love"
"29705","Pandora",2016-12-19,4,"Four Stars Fun to listen to"
"29707","Pandora",2016-12-14,5,"Five Stars I really enjoy it"
"29718","Pandora",2014-02-19,4,"great downloaded Pandora to my kindle as I have it on my cell phone, works great as you can add radio stations of your choice and artist that you like and songs from the Beatles and many more. if you like a variety of music this is for you."
"29724","Pandora",2013-05-16,5,"GREAT MUSIC I HAVE HAD THE OPPORTUNITY TO LISTEN TO PANDORA BEFORE, BUT HAD NOT HAD MY OWN DEVICE. I LIKE THE WAY I HAVE CONTROL OVER THE MUSIC CHOICES. WHEN I RECEIVED MY KINDLE FIRE, PANDORA WAS THE FIRST APP I DOWNLOADED AND TURN IT ON WHEN I AM ON MY KINDLE NO MATTER WHAT ELSE I AM DOING."
"29728","Pandora",2016-11-21,4,"Four Stars no problems I like it."
"29733","Pandora",2016-09-29,4,"Four Stars Alot of commercials but works well"
"29734","Pandora",2013-12-03,4,"cool enough If you get a radio app...this or iheart radio any day! Great variety in both. Popular songs that are easy to sung dance or rap to. Both have an option to turn off explicit content and limited commercial interruptions in both. Great joy to listen to"
"29735","Pandora",2013-12-25,1,"not the best This thing did not even come up for me. You probably should not get this. I even let it load for a while."
"29738","Pandora",2017-02-06,5,"Five Stars great selection"
"29739","Pandora",2017-01-30,5,"Five Stars Love Pandora!!!"
"29741","Pandora",2017-09-06,5,"Five Stars it is fantastic!"
"29743","Pandora",2016-12-22,5,"Five Stars I love Pandora."
"29744","Pandora",2017-01-26,5,"Five Stars I love this app"
"29745","Pandora",2016-12-28,5,"Five Stars great for music"
"29748","Pandora",2017-01-23,5,"Five Stars Best thing ever"
"29749","Pandora",2014-01-09,3,"Music could not be any better! I highly recommend this for u music lovers out there who just like free music. The only set back is that u can only skip so many songs a day and that u have to pay to get it ad free. Those are the only to reasons that I rated it with 3 stars."
"29755","Pandora",2016-08-19,5,"Five Stars I love that I can listen to whatever I like"
"29758","Pandora",2016-08-01,5,"Five Stars Great radio station can program my own station."
"29759","Pandora",2016-05-14,3,"Three Stars Love the Moody Blues on Pandora. It has all my favorite"
"29760","Pandora",2015-03-06,4,"Great Music! I love Pandora because you get free music, and who does not like free music?? I know I do. You get to decide what you listen to and base a radio off of your favorite song or band."
"29761","Pandora",2016-10-23,4,"Four Stars Love having my music playing"
"29763","Pandora",2013-07-25,4,"Pandora I like pandora a lot. I am dissatisfied with the 40 hour time limit a month. Also I would like more skips an hour. Pandora is good about volume. Thank you, Pandora for getting me through my workday one week a month. I only wish we could spend more time together. For free."
"29764","Pandora",2014-01-12,5,"Superior digital music feed I have the free subscription,and I love it. I have enjoyed Sirius FM in my Ford Escape,but cancelled it because of cost. I am 80 years old, retired 21 years,and watching my expenses.Sirius offered a half-price deal for six months, which I accepted. When that expired, I cancelled again.When I received a free subscription to Pandora, I accepted. Pandora offers a wide variety of music selections to suit almost anyone's desires.Pandora also offers a premium version with no commercial advertising for about and 4 per month which is about the same as Sirius offers for a 6 month contract.I feel that I am receiving better music choices at a lower cost,since I have the free version, but would still prefer Pandora even if I chose to pay for their premium service"
"29767","Pandora",2016-10-14,3,"Three Stars Play same songs too frequently"
"29772","Pandora",2017-03-03,5,"Five Stars A great variety of music a some I haven't listened to yet"
"29773","Pandora",2016-11-26,5,"Five Stars I love love love it."
"29781","Pandora",2013-01-30,4,"Great free radio service. No complaints on the app itself. I wish they would have a feature to scrobble like last.fm tracks from iTunes to get better tuned stations. However, I find the stations based on artists generally bring me new music that appeals to me for similar reasons as the original listed artist does."
"29782","Pandora",2016-06-03,1,"Kindle Fire It will not stream on my kindle fire at all. Very disappointing"
"29790","Pandora",2017-08-21,5,"Five Stars I love Pandora"
"29791","Pandora",2017-10-16,5,"Five Stars Love this app!"
"29799","Pandora",2017-01-04,5,"Perfect Works Perfect."
"29805","Pandora",2015-08-09,5,"My favorite source for streaming music A great way to discover songs from artists that you already listen to as well as discovery other artists with a similar style."
"29806","Pandora",2017-05-31,5,"Five Stars It is the best station on the air"
"29807","Pandora",2015-06-13,5,"fabulous. Just found it after reading an article on ... fabulous. Just found it after reading an article on Apple radio - Apple does not stand a chance against Pandora. I plan to subscribe too."
"29814","Pandora",2015-07-25,5,"love it when I watch my Great Niece we go ... love it when I watch my Great Niece we go for walks and listen to the music and she falls asleep listening to the children songs."
"29824","Pandora",2016-03-31,5,"Blast from the past Love being able to get the music from my past and enjoying it in the car."
"29828","Pandora",2016-09-20,5,"Five Stars Always awesome music to listen to."
"29833","Pandora",2016-10-12,5,"Greatest Greatest decision I ever made"
"29835","Pandora",2015-04-04,5,"clash of clans This is amazing! Play CoC? Visit http://clanshelper.com/ - you receive free C-o-C gems instantly! I just tried that with all my clan! K1z9rhhdzY"
"29838","Pandora",2017-01-09,5,"Five Stars Love Pandora!"
"29839","Pandora",2017-01-12,5,"Five Stars Berry Good!!!"
"29842","Pandora",2016-12-31,5,"Good App Great program"
"29845","Pandora",2017-02-05,5,"Five Stars Just love it."
"29848","Pandora",2016-12-30,5,"Music Always use it"
"29856","Pandora",2015-03-20,4,"small detail Very good but it seems to lack ability to go direct to specific artists or songs. This could be because I only tried free version for first time yesterday."
"29858","Pandora",2016-02-09,3,"Three Stars it is okay if it was not for the commercials I do not listen to it enough to pay for it"
"29861","Pandora",2016-02-13,1,"WTF Worked for a month and now it will not even play music. Fix thus s*** I need my music."
"29862","Pandora",2016-08-23,5,"Five Stars I enjoy the music I love Christian music"
"29866","Pandora",2016-09-05,5,"Five Stars Fine for all my devices. Easy to use."
"29872","Pandora",2017-02-17,5,"Portable love Portable music!"
"29874","Pandora",2016-08-09,5,"Five Stars We love the ability to customize our music."
"29875","Pandora",2015-10-05,1,"not happy I loved pandora until I upgraded to the 4.99 a month and now I can not get it at all! I am really disappointed...."
"29879","Pandora",2015-03-27,4,"Pandora on TV is a treat! I love to listen to Pandora on my smart TV and other portable devices. The random play is very nice, but I wish you could replay a selection on command."
"29882","Pandora",2016-09-21,5,"Five Stars Love it! it is the only way to go."
"29888","Pandora",2016-02-02,5,"Five Stars While listening to my favorites I also am introduced to music I might not have heard."
"29891","Pandora",2016-09-24,5,"Five Stars it is got something for everyone."
"29899","Pandora",2017-02-03,5,"Five Stars Love Pandora"
"29901","Pandora",2017-02-05,5,"Five Stars I love it!!!"
"29906","Pandora",2016-12-26,5,"Five Stars Love it!!!!!"
"29910","Pandora",2017-02-09,5,"My kind of music Great music"
"29911","Pandora",2016-12-27,5,"Five Stars Love Pandora"
"29918","Pandora",2016-06-14,5,"Five Stars Selection of music is outstanding. Thank you, Pandora."
"29924","Pandora",2014-04-11,3,"a few suggestions from 1D LOVER 10 at I hate that it does not just play one direction on ONE DIRECTION music channel or maroon5 on that channel! sad I love ONE DIRECTION AND KATY PERRY! I DOWN LOAD THE STATIONS BECAUSE I WANT TO HEAR JUST THAT MUSIC! number awfullness"
"29932","Pandora",2013-07-27,5,"Best Music Anywhere !! Where else can you compile a list of your favorite songs to play anywhere without commericals. I have several stations with different genres of music, depending on my mood. From Classical to Country with some good old fashion Rock and Roll for those cut loose moments."
"29935","Pandora",2016-03-31,5,"Pandora is just great It covers all genres completely, which satisfies anyone who loves music"
"29937","Pandora",2015-09-16,4,"Leilani McDuffie I Like this app but when is this update is coming and it is taking forever like all the other apps does to my game."
"29946","Pandora",2015-06-19,4,"Okay.....I guess Okay but the alarm on here is perfect.1.Go to Pandora settings an you will see alarm you will wake up to your favorite music 😀."
"29947","Pandora",2017-01-24,4,"Four Stars works great"
"29948","Pandora",2017-01-31,1,"One Star Dont use it"
"29952","Pandora",2017-08-21,5,"Five Stars Five stars!"
"29957","Pandora",2016-12-24,5,"Srhoust58 Works great"
"29958","Pandora",2013-03-04,5,"Works Great I use Pandora while I am working at the cafe on slow days. The customers love having some nice background music while they wait in line and I love having my own taste in music playing while I work. The app works great on my Kindle, and Pandora One works flawlessly! Definitely would recommend."
"29960","Pandora",2015-05-11,5,"If you listen to music, you are an idiot ... If you listen to music, you are an idiot if you do not use Pandora. Works almost, but not quite as well as the version on my LG Blueray player."
"29961","Pandora",2016-05-19,5,"Five Stars You can choose the kind of music that you like to listen to."
"29963","Pandora",2016-01-17,5,"Love Pandora! The info on the music Love Pandora! The info on the music, writers, singers, etc very informative and helpful."
"29967","Pandora",2014-12-18,1,"can not sign in to it. Got confirmation via email ... can not sign in to it. Got confirmation via email that I had successfully completed sign up, but now says it does not recognize my email address. DUH, what is up with that? ."
"29969","Pandora",2013-01-10,5,"Free Version I use the free version of Pandora. Sounds great on my Samsung Galaxy player 4.2. The on screen ads do not bother me because my player turns the screen off after a few minutes so I never see them. As for the voice ads not that many in between songs. Good selection of songs in the different categories."
"29973","Pandora",2014-04-15,1,"Not working on any Android Device on Sprint network. Verified not working on a Moto X or HTC M8. This is only when on Sprint network. Wireless works fine. AT and T HTC M8 on network no issues."
"29976","Pandora",2014-11-17,5,"I enjoy the wide variation of songs available I enjoy the wide variation of songs available, and the selection process seems to produce music I like. If my musical tastes were unusual, It might not be as much of a success"
"29981","Pandora",2015-11-18,5,"This one is free and awesome! I listen to pandora everyday! No way I would ever pay to have sirius.! This one is free and awesome!"
"29984","Pandora",2016-09-02,5,"Five Stars fantastic! ! ! what is left to say?"
"29988","Pandora",2017-01-06,5,"Five Stars We love it"
"29993","Pandora",2017-01-09,5,"Five Stars good music"
"29996","Pandora",2017-02-09,5,"Five Stars Fantastic!"
"30004","Pandora",2016-12-15,5,"Five Stars I Love it!!"
"30009","Pandora",2016-02-04,4,"From 5 to 4 In the past I would have given it a 5 star rating but the commercials are growing!"
"30011","Pandora",2016-04-05,4,"Four Stars Easy place to find the music you like. Never get tired of listening."
"30012","Pandora",2016-02-04,5,"I have Pandora it a great app. to have it is a five star rating ... I have Pandora it a great app.to have it is a five star rating with me. Hands Down!"
"30016","Pandora",2016-08-31,5,"Five Stars Love My Panda , Only one for me...."
"30020","Pandora",2014-08-30,5,"... have the free version for now which is still good. The stations you chose to listen to will ... I have the free version for now which is still good. The stations you chose to listen to will cater to your liking and may find yourself reminiscing on old songs you thought you forgot about."
"30024","Pandora",2016-12-17,5,"Five Stars I like it."
"30025","Pandora",2013-10-02,5,"Very Happy I have had several radios at work, and they all last a couple years then stop working. And they get more expensive every time I have to buy one. Pandora allows me to listen to the kind of music I like all day. I tell Pandora what style or artists I like, and it plays that style of music till I change it. I have heard songs from artists I haven't heard for years on the radio. Music is a big part of my life; it helps set my mood! I am very happy to have found this app for my Android tablet!"
"30031","Pandora",2015-03-06,5,"GET IT!!! This app is amazing!!! you get to listen to FREE music for FREE! I am happy with having Pandora. I can listen to amy music and create any radio I want! :S"
"30032","Pandora",2016-03-30,5,"Five Stars I love this app. Never have any problems or glitches. Just love it happy"
"30045","Pandora",2014-01-22,5,"Not Enough Stars Pandora is wonderful. I really like it in my home when I am working around the house. It not only plays artists I like, but it links to others in the same genre and I have learned about many new performers through its use. Love it!"
"30050","Pandora",2017-01-08,5,"Five Stars good app."
"30059","Pandora",2016-12-27,5,"Five Stars Very nice"
"30062","Pandora",2016-12-27,5,"Great app Great app"
"30063","Pandora",2017-01-23,5,"Five Stars of course"
"30066","Pandora",2017-02-14,5,"Five Stars Fantastic"
"30070","Pandora",2016-12-20,5,"Five Stars Excellent"
"30074","Pandora",2014-06-21,4,"Good music selection I really like creating new stations with bands that I just found and then finding new bands from those stations and then making new stations and then finding new music and on and on. Oh, and it is free!"
"30076","Pandora",2016-02-22,4,"Probably Second Best Music App Good app. Tends to be repetitious with the songs. I prefer Spotify over this."
"30082","Pandora",2013-02-02,4,"How do you turn this thing off? I like to lay back and listen to good music; it is very relaxing, but when Iwas finished I could not figure out haw to turn the music off. I could not exit out of the program without turning off the power button.A real plus is it offers a wide reange of music for a person to choose from."
"30083","Pandora",2015-01-11,4,"This app has worked well on an Andriod tablet that ... This app has worked well on an Andriod tablet that came without Google Play installed. Amazon is the only place that I have been able to get apps for this tablet."
"30085","Pandora",2016-09-27,5,"Five Stars The perfect music companion."
"30091","Pandora",2016-06-04,5,"what a wonderful idea! my personal radio station.....what a wonderful idea!!!"
"30093","Pandora",2016-03-09,4,"Four Stars Love it! Perfect mix to keep me moving thru my day as a stay at home mom!"
"30096","Pandora",2013-04-04,4,"Good if you are not picky This FREE app is good if you want music in the background .. Obviously the sound quality is as good as it can be on the Kindle. I have the subscription on my computer which is better than the free one. The more you use it, the quicker you can have more of the music you want."
"30102","Pandora",2016-09-26,5,"Five Stars Love Pandora enjoy the music"
"30104","Pandora",2014-11-21,1,"Pandora stopped working I am not sure what happened but Pandora stopped working completely. I updated,but no change. Very frustrating!I use Pandora on all my other devices without any issue."
"30117","Pandora",2013-07-22,5,"Get Pandora NOW! The reason that I gave Pandora a five is that you can make your own stations and if something does not suit your taste, you can either pass it over or give it a thumbs down and pass it over. Through these processes I have created the perfect stations for my tastes."
"30119","Pandora",2014-03-05,5,"LOVE the oldies I like the idea that you can pick the type music you like, you are given numerous choices to pick from. I am new to using the new technology so, I really like beating able to filter what I like and thumbdown what I disliked."
"30121","Pandora",2014-06-01,5,"Why I love Pandora Music the great thing about Pandora is I get to choose. I choose what I want to listen to. I choose the time I want to listen.. I choose to listen to Pandora because IT HAS NO COMICAL INTERRUPTIONS!!!!!!!!!!!!!"
"30122","Pandora",2017-01-27,5,"Five Stars Love it!"
"30123","Pandora",2017-01-03,5,"Five Stars it works"
"30126","Pandora",2017-01-19,5,"Five Stars Love it!"
"30130","Pandora",2017-08-26,4,"Four Stars Love it."
"30135","Pandora",2017-01-18,4,"Four Stars Love it."
"30137","Pandora",2017-02-24,5,"Five Stars Good app"
"30138","Pandora",2016-12-30,5,"Five Stars Love it!"
"30144","Pandora",2017-01-20,3,"Love .Love it"
"30146","Pandora",2013-11-05,3,"Would be great if it did not crash I enjoy Pandora on my other devices, but on my Kindle Fire it tends to not work properly. Often times, I open the app only to have it never actually open."
"30149","Pandora",2016-03-06,5,"Five Stars It is perfect for me when out and about or just chilling at home. Love it"
"30157","Pandora",2016-02-20,5,"Five Stars So great to have my favorite music anytime I want! Would recommend Pandora!"
"30162","Pandora",2016-05-03,5,"Awesome app Awesome app...love the variety of genres and variety of song"
"30165","Pandora",2016-03-30,5,"Five Stars Pandora has always come through for me providing outstanding music."
"30166","Pandora",2016-12-16,5,"Great music app Love it!"
"30171","Pandora",2013-10-24,1,"ADS!!!!! Om g the ads are so frequently!! Every SINGLE SKIP the same ad!!! So annoying! Pandora was way better back then!"
"30172","Pandora",2014-01-26,2,"its ok it is ok but if you keep looking at how much internet you use.... that is not good trust me I used up all of my granddads internet listening to this although I do use it a hole lot... my mom made me delete it though. makes sad face."
"30173","Pandora",2016-06-28,4,"Four Stars Pandora has great selections of music by genre."
"30174","Pandora",2017-01-07,5,"Five Stars love it"
"30175","Pandora",2016-12-20,5,"Five Stars Great !"
"30177","Pandora",2017-01-08,5,"Great music selection Love it"
"30179","Pandora",2017-08-20,5,"Five Stars love it"
"30182","Pandora",2017-08-11,5,"Five Stars Love it"
"30183","Pandora",2017-08-21,5,"Five Stars Love it"
"30186","Pandora",2017-01-08,5,"Five Stars love it"
"30190","Pandora",2016-12-29,5,"Five Stars Love it"
"30191","Pandora",2017-02-11,5,"Five Stars LOVE IT"
"30193","Pandora",2017-01-06,5,"Five Stars Love it"
"30208","Pandora",2016-12-02,5,"Five Stars Great music"
"30212","Pandora",2016-03-02,4,"I am still listening. I do not even care about the commercials just stop asking if I am listening"
"30215","Pandora",2013-08-30,4,"Has everything but an alarm I have tested this alongside Iheartradio. I rank I heart higher only because it has a wake up alarm. Pandora did right by adding a sleep timer. Now I just want to wake up to my favorite music."
"30217","Pandora",2013-03-10,3,"not as good as they use to be. I love the fact that I can listen to just about any type of music I want. I like old rock music, but when I am at work I can not listen to rock because I work with seniors so I put in big band or musicals and the seniors love it. The only problem is that they play to many commercials now."
"30223","Pandora",2016-02-04,4,"Good, but limited to the west Commercials of course get annoying, but so far only play after every 3-4 songs. Also, it seems their main focus is Western music, not much research by the musicologists, or whatever they may be properly called, on music overseas. They may have stuff on J or K-pop, haven't and do not plan to check that out, but was wanting more classical, slow music in different language and it did not locate the artist by name or give me options of anything similar."
"30224","Pandora",2015-02-26,5,"Pandora is Tops !! Easy to get to and great selection of all types of music. Now that I am retiring I can take my tablet and listen to my faves anywhere, anytime."
"30226","Pandora",2016-12-18,5,"awesome awesome"
"30234","Pandora",2016-10-13,5,"Five Stars I love my pandora!!!!!"
"30236","Pandora",2014-01-06,5,"Pandora I love Pandora on my Kindle. It is convenient and easily accessible. I is free, and I can take it anywhere. I will be flying and know that I will be spending lots of time in airports, so it is nice to know I have Pandora available."
"30237","Pandora",2016-12-08,5,"Five Stars Excellent"
"30241","Pandora",2015-07-09,1,"will not download It would probably be good if I was able to download it. I always get a message to try again later because of some difficulty."
"30242","Pandora",2015-07-09,5,"it is the greatest I love my Pandora app. it is so easy to use and find my favorite music. Setting up stations helps introduce me to new artists."
"30244","Pandora",2016-03-12,1,"Problems with compatibility Just downloaded this, having several problems. Freezes up, has crashed"
"30245","Pandora",2017-03-11,4,"Good, could be great Actually pay for the subscription, so I must be a fan. A few minor problems - they apparently make no attempt to normalize the levels, leading to significant changes from track to track. And too often, especially with live tracks, the heads and tails are just abruptly clipped, which can be jarring. Also, while they do seem to take 'thumbs up and thumbs down seriously, the play lists are narrow; listening for a full day will often produce a lot of replays, with too few deep tracks , just the same old popular cuts.But reliability has been good, and sound quality perfectly satisfactory, other that what was mentioned above"
"30246","Pandora",2016-08-20,5,"Five Stars Love the way I can play the music."
"30253","Pandora",2017-01-26,5,"Five Stars i like"
"30254","Pandora",2016-12-26,5,"Star Great!"
"30257","Pandora",2013-07-02,5,"Love Pandora Pandora has introduced me to so many new artists that I love. I do not have anything bad to say about it. One thing I do wish is that you could listen to a song again, or somehow store it on your device - but I understand why this can not be done. It is easy to use and plays what I like a majority of the time. I will say: UPGRADE TO PANDORA ONE. Commercial free, it is SO worth it. I will gladly pay the dollar 36 a year to not listen to annoying commercials and see continuous pop ups. This is by far one of my favorite apps."
"30258","Pandora",2016-12-03,5,"Five Stars fantastic!"
"30268","Pandora",2014-05-03,5,"AWESOMENESS This is wonderful and plays a lot of good music.You can comment on songs,like them,share them,follow people,comment on people's profile.But you have to be 14 or older to log in.Still I love it"
"30273","Pandora",2013-03-07,4,"Music love i personaly have pro and cons of this app but I overall I like it and use it frequency.I like many things: liking a song, sharing via social network and creating custom stations.Con: repeative, sometimes slow, adds and the hated skip button.Overall I enjoy pandora!"
"30274","Pandora",2015-06-10,5,"good this app is exilent. I use it all the time and it is so easy to control. And I really love the fact that it has a timer and alarm."
"30276","Pandora",2016-04-20,3,"Three Stars Ok at first but after awhile it is the same sounds over and Over"
"30277","Pandora",2016-06-14,5,"pandora music app. A good music app. Lot and lots of music. To choose. From"
"30278","Pandora",2013-11-09,3,"glitches The update is cool and all but lately its been glitching. Every thing is easy access and all but when listening to a song and to hear glitches every five or so seconds is annoying."
"30283","Pandora",2016-11-30,5,"Five Stars Best ever."
