prod,title,author,date,stars,comments
iHeartRadio,The music apps,Lester Garris,27-Sep-15,5,I like This app because you can listen to different artists and you can pick your favorite stations I would recommend this app to anyone that likes to listen music
iHeartRadio,This app is awesome,Cindy Margiotta,1-Nov-15,5,I was looking for something with all the songs I like at first i was looking up 97X in the stop store but this has so the radio stations I LOVE IT!!!!!!!!!
iHeartRadio,love it but need one change,Amazon Customer,1-Jan-15,5,I love it but  I don't like when there cusing in the song  I heart radio won't block the word and my friends don't like that part but it's pretty awesome app to get.I will tell people to get this app for there music app.
iHeartRadio,we love iheart radio bc it lets us listing to the ...,m hensy,18-Jul-15,5,we love iheart radio bc it lets us listing to the old station back where we use to live at .If we get home sick we  just tune in the old radio station from where lwe used to live.
iHeartRadio,One Star,Joel Poston,14-Nov-16,1,Not much here unless your 12.  How about Breitbart or Andrew Wilkow?
iHeartRadio,Five Stars,O.James,8-Sep-16,5,I love that I can listen to all kinds of different radio stations around the world.
iHeartRadio,Only thing I don't like is how it starts playing immediately when you open ...,Amazon Customer,3-Mar-16,4,Only thing I don't like is how it starts playing immediately when you open it - without letting me tell it what I want to hear
iHeartRadio,listen every day,Robert Ullrich,18-Dec-15,5,Day or night.
iHeartRadio,All about the Benjamin's,Big Boss Tom,31-Jan-17,4,Ok I think limited skip without paying sucks but works good
iHeartRadio,The crap they play in commercial breaks is so annoying I ...,Jeff Pedersen,6-Jan-15,3,"The crap they play in commercial breaks is so annoying I can't listen to it.  The top TV shows girls voice is nails on a chalkboard. This day in history annoying, and they play these EVERY single break over and over!!!"
iHeartRadio,Five Stars,NICOLE CRAMER,20-Sep-16,5,This is a great app to listen to music on. And its free as long as you have wifi
iHeartRadio,awesome,Julie Hadland,22-Nov-15,5,"I love this app. It has every possible type of music you would want to listen to. You can listen to Christmas,country really anything. Best app ever."
iHeartRadio,Just what I Needed,Val,20-Aug-14,5,"App works great on my Kindle 8.9 HD! And I can listen to the music or news or whatever while i play games, look at Facebook. This runs in the background. Very good! Highly recommend. You can find any genre you like, talk radio and so much more...."
iHeartRadio,iHeartRadio is Awesome,By: Scott aka Duddie (Doodee),21-Jun-14,5,"I Love using iHeartRadio, I can always find the right music I want to listen to, Currenly I listen to a station in Florida, and Love it!!!, I give it 5 Stars because it is the Best Internet controlled station searching program ever!SC Ft. Worth TX"
iHeartRadio,Already uninstalled it.,Rocky J.,8-Oct-15,1,"Tons of permissions, including STARTING WHEN YOUR DEVICE IS TURNED ON.  Loaded this app to play one specific program - it would not play.  Uninstalled the app."
iHeartRadio,must have,Kaliastro68,25-Dec-15,5,"I love this app. It allows me to hear my stations from even when I'm away.  I have this app on my phone, tablet,kindle fire and on my laptop."
iHeartRadio,iheart this app,@bby,21-Sep-13,5,It's so perfect! I always get what ever song I want! I always smile when I'm on it! :) well worth the download
iHeartRadio,Great Radio app!,Stephen M,16-Oct-14,5,"Just great. Radio apps are here finally!! Nothing bad to say at all. It is great, and oh as a bonus Amazon gave me a dollar under a promotion for selected app installs, so basically I was paid a dollar to use this free app.- Stephen"
iHeartRadio,iHeart this app,K. Parker,17-Feb-12,5,"This music app lets you do everything like; search for songs and artists, create your own custom stations, and listen to the stations you even get in car on the way to work. Plus, you have the ability to share with friends on Facebook. You can also set settings for similar music or discover new music, skip songs you don't like, and pause the current song. You will always have this app going. I guarentee it!"
iHeartRadio,Five Stars,The Col'on Family,26-Nov-15,5,"Love the variety of music genres, generations, decades, etc.. Also, have appreciated the stronger, more consistent stream quality."
iHeartRadio,i heart iheartradio!,kay_kay106,18-Jan-14,5,"You don't have to be on Facebook,plus you get to listen to your favorite songs!I think personally that it's better than Pandora.I'm listening to iheartradio as I type.You just to have an email a dress.Definitely worth your time.Amazing music for free!And you don't have to pay for updates."
iHeartRadio,Five Stars,Virginia Lopez,28-Sep-14,5,great app
iHeartRadio,Three Stars,Saoirse CailÃ_n Gleoite,5-Oct-14,3,You have to register separately with them or use Facebook.
iHeartRadio,Five Stars,Forest,16-Feb-17,5,Super. Very tough to beat. Could say a lot but free. Wow.
iHeartRadio,Five Stars,Amazon Customer,2-Dec-16,5,"I âù_ï¸è Radio is great, love listening to Glenn Beck, Pat & Stu!"
iHeartRadio,iHeartRadio,Isiah D. Martin Jr,15-Jan-14,5,"I selected iheart because it offers a variety of very good African Ammerican focused radio stations, across the country, that we otherwise couldn't access.I rate as an excellent selection and would truly recommend it to others, who seek and enjoy that particular type of music."
iHeartRadio,terrible,terri,7-Sep-14,1,Cannot create your own stations and the ones they assign you suck. There is absolutely no way to choose your own stations or delete the ones randomly picked. I did not choose hip hop yet it was 'assigned' to me. Deleting this crappy app now.
iHeartRadio,More Buffering than radio.,Fuzzy,27-Sep-13,3,The San Francisco area is not good with Iheart.  Constantly buffering the AM talk radio shows.  I get better reception from the Sacramento stations.The better part of IHeart is being able to listen to stations around the country.I have an iPhone 5 in the east bay and at&t service not always great.
iHeartRadio,this is so great  _Ÿ˜Å_Ÿ˜Å_Ÿ˜Å_Ÿ˜€_Ÿ˜€_Ÿ˜€_ŸŒˆ_ŸŒˆ_ŸŒˆ,Coopers1007,11-Aug-15,5,It is really amazing and worth the space lol.I don't really like radio apps but this is sooo cool _ŸŒ__ŸŒ__ŸŒ__Ÿ_‡_Ÿ_‡_Ÿ_‡_Ÿ_‡_Ÿ˜Å_Ÿ˜Å_Ÿ˜Å_Ÿ˜Å_Ÿ˜…_Ÿ˜…_Ÿ˜„_Ÿ˜„_Ÿ˜„_Ÿ˜€_Ÿ˜€_Ÿ˜€_Ÿ˜€_ŸŒˆ_ŸŒˆ_ŸŒˆ_ŸŒˆ_Ÿ’—_Ÿ’—_Ÿ’—_Ÿ’—_Ÿ’—_Ÿ’—_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜‚_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜Å_Ÿ˜Å_Ÿ˜Å_Ÿ˜Å_Ÿ˜Å
iHeartRadio,"It stops sometimes, but otherwise great",Noiz,17-Feb-14,4,"I like this app, but when I'm on the internet or something, the app stops, and whatever song was playing, well, stops. And I have to open the app again, and find  a station etc. It mag just be MY kindle, but, if it wasn't for that, I'd give it 5 stars. But, for now, it's just 4. :)"
iHeartRadio,Confusing,Gamer,29-Jul-13,3,"Maybe I am just not familiar with using this app, but I find it very confusing to use other than the local radio stations. When I try to locate a specific song it goes to a 'station' with that name, not the actual song I searched for.I do not care much for this app, but I do enjoy have the live radio option!"
iHeartRadio,I like iHeartRadio better than some of the others,Amazon Customer,19-Feb-16,5,I like iHeartRadio better than some of the others. I feel like I get a better selection of music and it's a bit more tailored.
iHeartRadio,iHeartRadio,Martha  A. voss,31-Jul-13,4,I have to b honest. I was told by my daughter it is great. Howeveri have not listened to it yet!
iHeartRadio,the best app I have downloaded  to date...,Jump with Jess,26-Apr-12,5,Very nice all around all the buttons work without fail Radio stations for every major city from Anchorage Alaska to NY NY. I couldent ask for more from this app.Not only can you search for music you can also search for genres of music like Rock 80s ect. Ive had this app for close to 2 weeks and never had one problem If someone asked me if Id download it again my immediate answer would be YES!!!!
iHeartRadio,Must have,Dustin,10-Aug-17,5,"DC 101 is my local station, great 90s alt."
iHeartRadio,I love this,Ronna Mason,18-Jun-14,5,My songs when I want all the time.At the pool trips bored:P I love my favorite station is 993 kiss fm chek it OUT!!!!&#60;3&#60;3
iHeartRadio,Five Stars,John Cross,6-Feb-17,5,Great to access other radio stations around the country.
iHeartRadio,Five Stars,mmdolphingirl,26-Dec-16,5,"It is very nice, you can create your own music channels!"
iHeartRadio,Radio stations,tess,12-Jun-13,5,"I just learned from a friend that I can download radio stations on my Kindle Fire. Awsome! Now I can listen to radio stations for the music I love anywhere I go, I don't have a MP3 player but who needs it with my Kindle. I haven't explored all the music options yet, and I'm still learning all that my kindle does. This is Great!"
iHeartRadio,A great find,Arm4and,20-Jan-14,5,"I was visiting a friend and he had some music on  that I really liked.  I asked if it was a CD and he told me about Pandoraâ€_and that it was free!  I couldn't believe it.  I'm still learning how to make my own lists and lots more, but I'm enjoying the music in the mean time.  It's great!"
iHeartRadio,Better Than Pandora,nikkicandy,22-Jul-14,5,You get live radio and no adds on stations you created. I love this app so much! I love I <3 RADIO! I never seen anything so cool keeps me entertained for hours.
iHeartRadio,Awesome app,S.Perdue,26-Dec-14,5,I love this app. Not only can I listen to the music I love but I can create stations of my favorite artist and in return discover amazing new artists that I would not have been able to discover on my own. Thank you :)
iHeartRadio,Must have app!,Jason C. Chen,25-Aug-16,5,The must have apps to continue listening to radio via internet connection on phone.
iHeartRadio,professionally,don borges,23-Jul-17,5,professionally
iHeartRadio,Good but removing.,Judith L. Graves,30-Aug-15,5,Granddaughter likes it because she says it has the best music.  However will be removing it from Kindle since I only have Wi-Fi access at home and won't use it here.
iHeartRadio,iHeartRadio is great on my kindle,certainmind,16-Feb-16,4,iHeartRadio is great on my kindle.  Albeit the sound could be a *little* louder.  Cuts out quite often on my smart tv however.
iHeartRadio,awesome sauce,Marandawilliams122001,26-Jan-15,5,I love it sure it doesn't put the right song it looking for but this app is awesome and cool. Add me on snapchat janathekiller and add me ok kik janathekiller 2001 and on instagram janathekiller2001 :) :) :) :)
iHeartRadio,Great radio app.,Cynthia,11-Jul-16,4,Great app if you like radio stations and like music suggested according to your music tastes.
iHeartRadio,"Graet app, could be better.",Thomas Sterner,16-Nov-14,4,"I think this app would be WAY Moe popular if you didn't need Wi-Fi. I like to listen to music on the bus so I don't get headaches, and my Kindle fire doesn't pick up the Wi-Fi well enough for that. But over all, great app. :)"
iHeartRadio,What's not to love?,Todd Becker,25-Apr-13,5,"This is a great app that I use on a daily basis. I love being able to listen to stations from around the country. I can listen to the local news from just about any major market there is ... Boston, NY, Chicago, Cleveland, etc,.. Or choose to listen to any genre of music I want at any time I want .... quite frankly, what's not to love?"
iHeartRadio,this is my idea of damn good radio!,Keith,31-May-16,5,"I am 66 years old and my 38 year old told me about I heart radio , this is my idea of damn good radio!"
iHeartRadio,one of the better music players to down load,bjwalker68,22-Feb-14,3,I've  downloaded. Many music apps. This seems to be best one yet so far it's been a few hrs so we 'll see soon. Hope it remains number one cuz  I really like my sounds keep s me sane if that's possible
iHeartRadio,Good product,L. East,13-Feb-13,4,"It is great to be able to listen to the stations I want anywhere in the house of outside without static or breakup.  Our radio reception is not great in this area and often stations I like to listen to break up or are overrun by other stations.  iHeart lets me listen to all the stations I want, including some across the county I never new existed."
iHeartRadio,Five Stars,Rita Davila,11-Dec-16,5,I loved this app I listened the music any time anywhere_Ÿ˜ç
iHeartRadio,love this app  _Ÿ˜€_Ÿ˜€_Ÿ˜€_Ÿ˜€_Ÿ˜€ mack 101,Alyssa Mueller,16-Apr-15,5,This app is awesome. It has more music than any other station plus it is free. Good buy Pandora hello iHeartRadio. Know wonder why it is called IHeartRadio. I LOVE THIS APP MORE THAN PANDORA !!!
iHeartRadio,Five Stars,Melissa S. Dahmen,21-Sep-17,5,Great music.. All the time!
iHeartRadio,Five Stars,Joyce L. Bopp,30-Jan-17,5,So far I like it!!Love the products I have!
iHeartRadio,Great,Jim Long,9-Jan-17,5,Great radio app. Something for every listening occasion
iHeartRadio,Five Stars,Paul G First,12-Jan-17,5,"Nice coverage, has all the things I like  to listen to,"
iHeartRadio,Three Stars,Wess. White,3-Jun-17,3,Too many ads.
iHeartRadio,Five Stars,Joseph Lopez,14-Dec-16,5,Great app. You can listen to stations all across America
iHeartRadio,Great,James,24-Oct-16,5,EASY to use good music and variety can find what I want to listen to
iHeartRadio,iHeartRadio :) :) :) :) :),Nikki,21-Nov-14,5,"It's the best! I love the music, it has EVERYTHING I like listening to. When I'm taking videos on my kindle (aka the thing I'm doing this on right now) my fans (on instances) can hear the music while I'm doing something. (:"
iHeartRadio,The fact that when I pick an artist I like and the station plays songs that are way different ...,Jenfern,14-Apr-15,3,The fact that when I pick an artist I like and the station plays songs that are way different from the artist station is a little frustrating. Please work on this...don't become Pandora. Thanks.
iHeartRadio,I love this app!(;,Jeff Brooks,7-May-15,5,Hi! This is one of my favorite apps! You should get it. You can create your own station! You can sit in bed with your head phones connected to your electronic device unroll you fall asleep!
iHeartRadio,I would like my favorite radio station and songs from different artists ...,Linnea Thompson,29-Jun-14,1,I don't have any idea how it works.  I have tried numerous different things and nothing is working.  I would like my favorite radio station and songs from different artists and don't have a clue as to where to get this.  Very disappointed right now. :-(
iHeartRadio,Hello am Spoderman,Spoderman,21-Aug-14,5,jdhdhddjdjdj sjdjudjsjsusj hsusjsjsuash shussjwjsiej eueueen shsbsbehse suwj also e isisjabsuska aisjsuwkw aukwksskshss suejsbsysnsnsjsjs sjsnsjsjs sbuanaiapama sssjsisns suskenwiw eiwwnevwujwwnwbubshsjsjs sbsshsjsjsbw ysiakscumonmehdduduhddh
iHeartRadio,urrg!!,Bryan Haunschild,17-Apr-15,1,"This app is horrible it only let's u watch there stuff so when u type something in the search and it's says, login and create account or something it makes u look up songs and stuff again!!! _Ÿ˜ˆ"
iHeartRadio,Love my Iheart,Amazon Customer,6-Sep-13,5,Love it can even get my favorite stations from my hometown...have it on all my devises. Highly recomend to all.
iHeartRadio,Awesome!,Amazon Customer,22-Jul-16,5,I am really loving this app and enjoying listening to the music I like bestAwesome!
iHeartRadio,"Eh, so-so",Shari Lyne DuShane,19-Jan-14,3,"I enjoy listening to music, but I found it difficult to add stations I want to listen to.  I found a few stations from other States, but not in the genre I wanted to listen to or was looking for.  I do listen to iHeartRadio on my desktop, just don't think I'll be using the Kindle app."
iHeartRadio,It's changed,Amazon Customer,15-Nov-12,3,"A lot of apps are changing nowadays. This has officially gotten worse. It used to not need Facebook or an account in order to access, but for some annoying reason it does now. Also, you know have limited skips in general. It used to just be limited skips per station. Now, it's limited skips for the whole app a day. They've changed their outlook. Not impressive."
iHeartRadio,... all the timebut when I do it has a great variety of stations only problem I have Is a ...,Kerwin Johnnson Sr,26-Dec-14,4,I do not use it all the timebut when I do it has a great variety of stations only problem I have  Is  a little glitch at times playing songs I can't even deal with the annoying commercials if you can leave fix that.
iHeartRadio,Perfect in every way,Frog Lady,30-Aug-16,5,Downloaded  to use for my IPhone and it is perfect........I am very happy.......
iHeartRadio,Love it,Rita Fravor,18-Sep-17,4,Really enjoy making up my personal list.
iHeartRadio,Needs more Stations.,Gene,29-Dec-16,3,Wish there was more news stations in the Seattle area.
iHeartRadio,Great!!!,Ana W,31-Jan-17,4,"Love I heart radio, my favorite station is Keith Urban"
iHeartRadio,Pandora is better,Pheobe,9-Mar-14,2,When I got this app I thought it was good but a few days later I found myself not using it at all. The only reason I don't love this is because you have to do a lot of work to get it on and to find your radio that you want. I just didn't like the arrangement on how it works!
iHeartRadio,Five Stars,Amazon Customer,2-Dec-16,5,Enjoy your radio very much the clarity and sound is great.
iHeartRadio,Your music wherever you go.,BP,3-Aug-14,5,I love having my music wherever I go. I recently went on vacation and I was able to still listen to my music and favorite morning show - no matter what state I was in. I just listened through my cars bluetooth and it was like never leaving home.
iHeartRadio,Pretty good,King Ghidorah,8-Jun-15,4,"For whatever reason the SiriusXM app stopped working on my Kindle Fire, and there is no updated version available (tho there is supposed to be).  IHeart radio is a nice alternative."
iHeartRadio,good to bad,Nelson,14-Feb-13,2,"It worked fine at first but for like a month or over now it hasnt been working.On my kindle fire hd , everytime i click on the app it says app is not responding. So, ....... NOT WORKING! And i always preferred iheart over pandora but after waiting for the app to respond all this time and still not working i went back to using pandora"
iHeartRadio,iheartradio,Vicki B,5-Jan-14,5,"Easy to find my favorite stations. Some I haven't listen in years. Then I get to play with ""flavors"" such as jazz, oldies, and country. Thank you for setting this upâ€_there is one thing I would like to see happen soonâ€_a way to adjust the audio level on the kindle."
iHeartRadio,a must have app !!,erick,7-Mar-15,5,Luv it 1 of the best apps I've downloaded n its 100% absolutely FREE All n always live radio  broadcastn Highly recommended 2 every 1 who enjoys listening 2 music or talk shows GET IT GET IT GET IT !!!
iHeartRadio,Great app. I can listen to my favorite station ...,Nancy Zale,5-Dec-16,5,Great app.  I can listen to my favorite station anywhere.
iHeartRadio,I've always loved this radio,NikkiCarriveau,15-Aug-15,5,Iheart Radio is probably the best radio I've ever come across. they play good songs once you give them this up or down they personalize it. how great is that??? very.
iHeartRadio,you  dont need facebook to sign up only email. fake reviews,RKIL,12-Feb-13,5,exactly like I said. either these reviews are fake or little Timmy should ask his parents permission before handling their daddy's kindle. works just like you'd imagine. radio 24 hrs a day. I love morning radio shows and news channels. doesn't have everything but I assume that's a contract thing with their company. hey its free stop complaining.
iHeartRadio,Lots of choices,Terry Peterson,20-Dec-12,4,"I forget I have this as I ""play"" on my Kindle Fire.  I downloaded it so I had it but lately have been playing while watching TV so haven't had the ""radio"" going too.  I'm sure I will use it more when I travel or am away from home and want some background noise.  I love the options for regular radio or ""making my own"" like Pandora."
iHeartRadio,Nice App,Kindle Customer,29-Dec-13,5,"Even though I am only about 70-80 miles away from Austin, Texas, the radio signal is affected by heat, cold, and obstacles.  Love listening to Dudley and Bob in the morning on KLBJ-FM but can only reliably get signal in fall/winter.  Now I can stream the show in my office in the morning."
iHeartRadio,Great Music App,BSK,25-Mar-14,5,"My hairdresser told me about this app as she is using this in her salon on her Kindle. Since I downloaded this right before St. Patrick's day, I played a variety of Irish music during the day - perfect! I really enjoy the jazz music selection. Would definitely recommend!"
iHeartRadio,Awesome!,william m cooper,31-Aug-15,5,I absolutely love this app!! All my friends suggested it to me when I would gripe about not having any music. I finally found it and am definitely keeping it!!!!!
iHeartRadio,CAN'T LIVE WITHOUT IT!!!!!!!!!!!!!!!!!!!!,Terry,23-Dec-13,5,"If you are looking for a great, free music app, this is the app for you. It has live radio and any artist's music. ItÂ´s like Pandora, but you get daily skips. I prefer this app over Pandora. This is a must have!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"
iHeartRadio,Five Stars,Maxfilo,30-Nov-14,5,Great
iHeartRadio,Five Stars,Amazon Customer,3-Jan-17,5,Easy to get started. Gets better the more you use it.
iHeartRadio,What a great invention,erice4335,2-Apr-13,4,The thing I like best about iHeart Radio is that I can listen to my local radio station no matter where I am. Recently a group of friends and I rented a house in the Caribbean and I could tune in and hear the morning drive show and the bad commute through snow while sitting on my rental house porch looking at the beach and ocean. Great!
iHeartRadio,Five Stars,MR THOMAS J SCHNAARS,30-Jul-17,5,works great
iHeartRadio,Two Stars,Ac110581,19-Sep-16,2,wish it would be more detective of my tastes as far as likes and dislikes.
iHeartRadio,British Invasion!!!,Bill Covington,9-Jul-13,5,"Of course Paul Revere never said ""The British are coming.""  After all, he was British.  This British Invasion was one that I will always enjoy!  Some tracks that I have not heard in 40+ years and they still sound as great as I remember.  iheartradio is perfect for so many listening habits... l am listening now."
iHeartRadio,Geat for Talk Radio,Jean,19-Apr-16,5,"I am a talk radio fan so now I can listen to 1400am Patriot Station every week day, whether I am home or not."
iHeartRadio,does its job,hello helper,17-Jul-14,3,"I like the app and think that it does a good job for a radio app I also like that I can choose a lot of different live radio stations. the only complaint I have is that I can NOT delete any station that I have created off the app, but I do like it"
iHeartRadio,Why do I need Facebook to use this app?,George,28-Sep-12,1,"From the outset, I found this iHeart app difficult to use, but it was the only one I could find that carried WLS-AM in Chicago after TuneIn dropped that station about a month or so ago. Now that Facebook is required I've given up fiddling with its unfriendly atmosphere. What an unwanted irritation to require a Facebook account to store one's favorites. Good bye iHeart forever!!!!!"
iHeartRadio,Five Stars,Danny Jones,17-Dec-16,5,Love all the different stations especially the oldies
iHeartRadio,Not That Great,James Scott Mills,29-Mar-16,1,i don't like being fed the music.  i like to pick what i hear.  amazon prime is by far the best music site ever!!
iHeartRadio,It's Great,it's great,14-Jan-16,5,Sometimes it plays the worst songs but at least you can change the station it's better than soundcloud  That's for sureLMFAO
iHeartRadio,Awesome! I can listen to the music I like ...,Kindle Customer,4-Aug-14,5,"Awesome! I can listen to the music I like without commercials for free!  I sometimes hookup  my Iphone in my car to listen to IHeart Radio instead of my satellite radio.  I also like that I can listen to AM stations crystal clearly, NO STATIC!"
iHeartRadio,Five Stars,Ryan O'Loughlin,21-Sep-16,5,great app if you know how to use it. I am not sure how to use it totally.
iHeartRadio,Four Stars,Bethany Vernon,11-Jan-17,4,Wish didn't have to buy to skip songs but understand.
iHeartRadio,great until most recent update,Jon,16-Jul-13,1,Was loving this app until the most recent update broke the alarm clock so that the alarm doesn't play the radio station if your device is asleep which it automatically will do especially if you're setting an alarm. Otherwise great app to listen to radio stations worldwide as well as creating your own custom stations.
iHeartRadio,Awesome,Tbrown,13-Aug-15,5,I love this application unlike Pandora you have to use a Facebook and I mainly don't have a Facebook account sophisticated app I love everyone should know about this
iHeartRadio,Absolutely Love It,Amazon Customer,6-Jul-14,5,This is my favorite music app to date. I can listen to any style of music and commercials are minimal. I definitely recommend this app if you want non-stop music!!!
iHeartRadio,Five Stars,Amazon Customer,23-Jan-17,5,listening to music while doing other things is great
iHeartRadio,I like listening to the radio while working in my shop this gives me a wide variety to listen to.,T. Martin,31-Dec-16,5,Nice way to get a variety of music and news stations
iHeartRadio,Recommend To Everyone,TwilightGameNerd,9-Dec-16,5,Love This Radio AppWould Recommend To Everyone
iHeartRadio,Satisfied,joe,26-Jan-17,5,Use this app every day at work.. be bored without it
iHeartRadio,Needs improvement.,Joshua Niebrzydowski,31-Oct-15,4,Great app but relys on a stable connection too often. I find the app cuts out often over a data connection with speeds being a steady 4G LTE speed.
iHeartRadio,nice app to have,Amazon Customer,4-Sep-13,5,Allows me to listen to stations from the part of the country I grew up in its fun to listen to the local news
iHeartRadio,luv it,By: Madalynn Ritger,21-Feb-15,5,"Omg I love this app!!! I can look up anything and It has it. I can listen to my favorite songs, artists, bands, and albums any time (as long as I have Internet. LOL) I give it 5 stars any day!!!!!!!!!!!"
iHeartRadio,Great App,Mari,3-Sep-13,5,This app is great!!! I like it! I use it every day! I can hear my favorite radio station and been up to date.
iHeartRadio,I can listen to music of all genre. Blues to bluegrass,MTMS,12-Mar-13,5,what a great feature... Radio for all. I can listen to my favorite kind of music or stations across usa!!!
iHeartRadio,Great radio,Rosetta Lawson,22-Feb-14,5,I just love HEART RADIO I'm from Phila. but now I live in Va. I miss my radio stations when I move to another state. Now with Heart radioI can now listen to my favorite station which is WDAS.
iHeartRadio,"good app on kindle hd 2013 model, noticed a glich",Kindle Customer,12-Feb-14,4,"Today I decided to try out this app. I have been using it a couple hours now, my only issue so far is that when I select a station or song sometimes The app just shuts down.  I reopen and can select song again with no issue.  If it were not for that I would have given 5 stars."
iHeartRadio,epic,Erica Bernard,23-Oct-15,5,_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç
iHeartRadio,Excellent.,Virginia Mike,9-Jul-15,5,Very well done.  Allows me to pull in my favorite talk/news radio shows when deep inside of an office building where I have access to WiFi but not radio.  Highly recommend.
iHeartRadio,Not happy with iHeart,HappyGal,23-Jan-16,1,"Not happy with iHeart. Several of my tablets, cell phones are not compatible with the iHeart internet radio broadcast platform."
iHeartRadio,Five Stars,stepstone6,3-Nov-16,5,I have enjoyed listening to my oldies favorites. Good choices!
iHeartRadio,Good channel,Katherine Hollis,2-Feb-17,5,My favorite station now that the right DJ is back!!
iHeartRadio,Five Stars,Amazon Customer,25-Jan-17,5,The app has all my favorite stations and music {:-)
iHeartRadio,Four Stars,icrusaderrabbit,16-Aug-16,4,"It took me a little while to get into it, but once I did I couldn't put it down."
iHeartRadio,good for those who miss home.......,ML,7-Mar-14,4,I found out about this app from a family member because I missed home so much.....I am able to enjoy all the station's and music that I love to hear from home.  In my opinion it's better than most apps and you are able to listen to music stations all over the country.....
iHeartRadio,Four Stars,VaderZ,12-Nov-17,4,very cool
iHeartRadio,I love listening to iHeartRadio when washing the dishes,jamesgirl,8-Jun-14,5,I love listening to my iHeartRadio app when washing the dishes or doingother chores.  I have it on my Kindle Fire HDX.  I sometimes wish I had the 4G version so I couldtake it with me but I have a lot of other songs to listen to on the road.
iHeartRadio,Did not work for my Fire HD,Terrence M.,2-Apr-13,2,I downloaded the app and upon launching it said unable to connect. I deleted and tried again and got the same message so I deleted the app for good. The only reason I give it two stars instead of one is because I know someone else that has it on a different  device and it works well. I'm just disappointed that it did not work for me.
iHeartRadio,ALL ABOUT YOU,chynia a. Harris,22-Dec-14,5,This app is very specific on what you love the only question it asks is what type of music you listen to and it directs you directly to your favorite songs.Ã°ÂŸ'ÂœÃ°ÂŸ'ÂœÃ°ÂŸ'ÂœÃ°ÂŸ'ÂœÃ°ÂŸ'ÂœÃ°ÂŸ'ÂœÃ°ÂŸ'Âœ
iHeartRadio,All your Music in one place.,boyd england,14-Jun-16,5,All your music in one place and Lot's of great Station in one place. What Else would you Need.
iHeartRadio,great radio,D. de Jong,13-Dec-16,5,Nice online radio. Good choices. Good quality music.
iHeartRadio,I like it,james,25-May-14,4,This allows meto listen to the music I like. When I like. As an emt I live at the time of others  . So this app allows me the chance to relax with the sounds that I enjoyed.
iHeartRadio,great app,Rosie Felho,21-Sep-13,5,I loved this app it helps me go to sleep every night and wake up in the morning with its alarm setting
iHeartRadio,Radio Stations,EJ,31-Jan-13,5,Love that I can listen to KLove on my Kindle at work.  My computer does not have sound and it was so disappointing but then I got the Kindle Fire for Christmas and learned that you could download iHeart Radio and select your favorite radio station(s) to listen too.  I now have KLove on all day long while I am working and it is such a blessing.
iHeartRadio,:D,Johnson,29-Jun-14,5,Love I can listen to ALL my favorite songs FOR FREE!!!!!!!!!!!!!!! I can also create playlist so if I wanna listen rock pop classic dubstep ITS ALL THERE!!!!!!!!!!! Great app if I could 1-100 I'd give it a 1000000000000000000000!!!!!!!!!!!!!!!!!!!!
iHeartRadio,Love it,Kindle Customer,29-May-15,5,I love this app so much
iHeartRadio,MOST EXCELLENT,Kindle Customer,19-Oct-14,5,"I HEART RADIO is the best way to listen to music. In the office, I can play my favorite stations and listen with earphones. This way I don't disturb anyone else. It is simple to use and reliable static free stations are available 24/7."
iHeartRadio,Five Stars,Pauline F. Brown,8-Jan-17,5,Love the available Christian stations and artists.
iHeartRadio,Five Stars,Jim J.,25-Jan-17,5,I was pleased that it was exactly what I expected.
iHeartRadio,Four Stars,morris person,2-Nov-16,4,It's great. I can listen to classical to 50's oldies. Thanks.
