prod,title,author,date,stars,comments
Pandora,great music,JOE JR,11-May-16,5,Great music choices without any cost.
Pandora,Five Stars,Earl Milligan,12-Sep-16,5,Excellent
Pandora,Five Stars,BHR;],7-Sep-16,5,Love It!!!
Pandora,Great Music!,C. Range,27-Feb-16,4,I like the variety of music no matter what your mood.
Pandora,Five Stars,samuel j coleman,11-Jun-16,5,Everything work and sound good
Pandora,Five Stars,Robert,8-Oct-16,5,yup
Pandora,Probably best free app ever,Googleme!,6-Mar-14,5,"It's like having iTunes without paying for the songs.  Sometimes the selection becomes a bit eclectic and annoying, but other times it opens me up to new artists I otherwise never would have heard of."
Pandora,Wow!,Cinnylouwho,3-Aug-16,5,Awesome selection!
Pandora,Pandora Phabulous!,MomnCrew6,2-May-16,5,"Pandora is fabulous, want it in my car."
Pandora,Five Stars,DrMoto,7-Sep-16,5,Great game
Pandora,"which is always good, when the ""Boss"" is happy",Frank E. Tapper,4-Jul-14,5,"Haven't used this app on my Kindle, yet, but I access Pandora  on my TV through the Roku box. My wife likes Pandora, too, which is always good, when the ""Boss"" is happy."
Pandora,Five Stars,Dee,11-May-16,5,I love their wide selection of music!
Pandora,Four Stars,C.L. Henson,20-Jun-16,4,I find Pandora very helpful.
Pandora,Happy happy happy,shelly,4-Feb-16,5,Love it!! Pandora is the second most used app on my phone!
Pandora,Of course i would give it 5 stars !,Kayla Metivier,6-Jun-15,5,Pandora is just music. You get to choose you're own topic radios that are related to the topic radio you chose.
Pandora,THE MUSIC I LIKE,jason bolar,18-Apr-14,5,I like the consistance of the different artist and various music during the comdey it keep you guessing whats next.
Pandora,Easy to use,Tom32259,4-Feb-16,5,Does what I want without all the extra bells and whistles.
Pandora,Used to be good,Anonymous Amazon Customer,14-Jul-14,3,"I used to love Pandora, I subscribed to it every year until they went to a month to month subscription only.  I'd go back if they went back to the yearly subscription for $36!"
Pandora,What Can I Sat???,DJohnH,18-Apr-14,5,Headline says it all. Couldn't be better for a Free App.  Somewhat repetitious but I suppose that's why it is Free!
Pandora,Five Stars,Larry,27-Nov-15,5,Love it!
Pandora,Pandora music service is the real thing,Gerald watson,3-Sep-15,5,Best online music service ever.I'm sorry it took me so long to sign up for the service
Pandora,Five Stars,Kindle Customer,6-Nov-15,5,"LOVE pandora, the commercials - not so much, but free music?  No complaints :)"
Pandora,Very good radio app,J. Parker,8-Aug-13,5,"When I get tired of hearing my MP3 music, I turn on Pandora. It is a great radio app. It is a nice change of pace from the same old music I always hear, and I might just find a song that I ""Just Have To Have....."" for my library."
Pandora,I love this app,Jay,10-Aug-16,5,My favorite appp
Pandora,Four Stars,Gabriel Del Valle,10-Sep-16,4,Excellent
Pandora,Great music app.,Tami Zirkle,8-Jul-14,5,I love this app. It lets me play the music I like. Using the thumbs up and down allows it to configure to the music I want to hear and I like that a lot. My favorite music app.
Pandora,Good Radio Stations,Odilia,26-Apr-14,5,I chose this rating because I can choose the radio station with the kind of music I like. Sometimes I listen to it all day.I would recommend it to anyone that enjoy all kinds of music.
Pandora,4.7...,ebillcoyne,23-Jul-15,4,"I wish upon a star that someday Pandora offers actual radio stations like iHeart. Otherwise, perfect."
Pandora,Love it!,Kindle Customer,6-Aug-15,5,The whole family loves pandora! We all have our favorite stations picked for hours of great music!
Pandora,Try it,Amazon Customer,26-Apr-16,5,This is the best thing since slice bread
Pandora,Five Stars,Richard Schweizer,2-Oct-16,5,Good
Pandora,Simple and free,Kathy Bond,7-Dec-14,5,Love Pandora Radio!  Easy to use and FREE!  I can easily pick a favorite artist or song title and it builds my stations with all the music I love.
Pandora,Love it.,D. Safir,17-Jan-13,5,What can I say.  Works flawlessly on my Kindle Fire HD.  The sound is great.  The artist and songs are all similar to what I've chosen and there are not many ads.  A great app.
Pandora,JUST WHAT I WANT TO HEAR,Jean Blackledge,2-Dec-15,5,Thanks for offering me a way to enjoy the music I like when ever I want.
Pandora,Five Stars,Amazon Customer,18-Sep-16,5,love it
Pandora,Number 1 channel,john gigante,28-Jul-16,5,Its all I listen to
Pandora,"Good radio, but hate that you only have a ...",Blue86,29-Dec-15,3,"Good radio,  but hate that you only have a certain number of skips"
Pandora,A personal music box!,Ben Radin,20-Mar-13,5,I really enjoy using Pandora!  There are so many options as to music styles and it is so easy to use.  I haven't begun to test the limits of what it can do.  And I like the fact that it can play in the background without interfering with other work I am doing.
Pandora,music lover,Araceli Cabrera,15-Jan-13,5,"i simply love it, its convenient and easy to use. its perfect so you dont have to shuffle through songs just enjoy what plays"
Pandora,good but please fix this.,Sherita Rogers,24-Dec-15,3,Three stars cause it won't stop turning off when I'm on other apps.
Pandora,Five Stars,allan l johnson,9-Sep-16,5,The best!
Pandora,Mostly Good,A. J. Blumenthal,4-May-16,4,Hate the ads and restrictions on skips
Pandora,Five Stars,Marie Spencer,2-Dec-15,5,Love Pandora!
Pandora,I LOVE IT,Sugar Put,14-Oct-13,5,"Pandora has become my best friend over the last few months!  This application has made listening to music a great experience, because it plays what you want to hear.  Internet Radio has never been the same! Thanks to Pandora!"
Pandora,Five Stars,Allan Flores,6-Feb-16,5,It great to be able listen  at any time god music  thanks
Pandora,love it,javier escamilla,26-Feb-15,5,This has to be the best radio on moblie.you can play song you like for freeI just got this today.now it my favorite radio app
Pandora,Cool app,Icebey,13-Mar-16,5,I've been using this app for years. It's awesome!
Pandora,Five Stars,barbara york,26-Jun-16,5,enjoy different selections
Pandora,Five Stars,Jason Bollinger,30-May-16,5,good music and great reliability
Pandora,Five Stars,GrannyLou,22-Jul-16,5,Enjoy this immensely
Pandora,My fire kindle hopefully I will be able to say awesome statement.,Glen Westover,24-Jul-13,3,My Sister told me pandora will be great for me. I own a amazon kindle  Fire and she also  explained to me that it's free..im trying to get logged in .it seems I'm having trouble .I really like hearing music. I didn't DESPERATELY need help.
Pandora,Five Stars,Melissa Marquez,8-Oct-16,5,:)
Pandora,Five Stars,RM,12-Jun-16,5,Learning how to appreciate it
Pandora,Ratings,Dora,30-Aug-16,5,Outstanding
Pandora,Average,Musicisme,27-Mar-14,3,"When you pull up an artist, it sometimes won't give you the artist but gives you music in the same musical category as the artist.  I listen to it sometime.  Still trying to learn the navigation."
Pandora,love pandoras music,Kindle Customer,14-May-14,5,"I love that you can personalize stations with different styles according to your mood. I have thoroughly enjoyed ait since I got it. Disney kids for them, and soft rock for me. I love it"
Pandora,Five Stars,Amazon Customer,21-Aug-16,5,Fire is grear
Pandora,Pandora,Mary,5-Jul-13,5,This media is the very best that I have ever heard. It's clear and you can get just about any station that you want. There are few commercials and and great sound! I would suggest it to everyone. I know that all 5 of my grow children love it.
Pandora,EPIC,Brandy R. Henson,30-Jul-14,5,LOVE THE APP. It needs some changes doe. I like how you can set stations but is even possible I would like to be able block out cursing... also follow me I am Electro Goob
Pandora,Perfect,Lord Richard,15-Aug-13,5,"I love how this works on any device. I dont need to be connected to wifi as long as i am connected to my mobile network im good. I can listen for as long as i like. It is perfect. If you haven't tried this yet do it, you will thank me."
Pandora,Five Stars,Raquel Duenas,16-Sep-16,5,Love it
Pandora,"Pandora was always ahead of their time and a great service, the reason for 4 stars is the ...",Cardo,9-Nov-14,4,"Pandora was always ahead of their time and a great service, the reason for 4 stars is the annoying ads if you don't opt for the pay version of the app."
Pandora,Four Stars,Manuel A.,11-May-16,4,Pandora always fits the mood I'm in.
Pandora,WOW!!!,Amazon Customer,29-Jul-16,5,Fantastic music!!!
Pandora,Four Stars,GLENN KAMPMANN,7-Oct-16,4,ok
Pandora,Five Stars,colleen5163,28-Jun-16,5,Love the music selections
Pandora,Five Stars,AB83,24-Nov-15,5,Love it!! I listen to Pandora every day - I love the variety and options.
Pandora,Five Stars,alice folk,28-Jun-16,5,I really ENJOY the music.
Pandora,Five Stars,Amazon Customer,28-Sep-16,5,Cool
Pandora,Works well Better than,wolf1,10-May-16,5,Works wellBetter than expected
Pandora,Pandora more than meets the great! Great Music Selections!!!,Amazon Customer,11-Dec-13,5,Pandora provides excellent music. I like the fact that it searches for similar artists and music tastes to what you signed up for. It is an excellent service for the general public. Keep up the great work Pandora!!
Pandora,Two Stars,Kindle Customer,6-Sep-16,2,not free!
Pandora,Great app,Nancy,24-Aug-16,5,Love Pandora
Pandora,Five Stars,Lorraine,20-Aug-15,5,"Love listening to Pandora,.  Right now  I am having problems receiving the station.  Lorraine."
Pandora,THE BEST,sheshe,30-Jan-16,5,"Great service!!!! The music is fantastic, great variety!!!"
Pandora,Dpot on,Wilfred J Klotzback,18-Oct-15,5,Like this one very much. The algorithm they use for choosing my songs is spot on.
Pandora,Great App,Mike,10-Apr-14,5,This is very easy to download and works on all of my electronics.  I'm even able to use my blue tooth and connect my kindle to me auto stereo utilizing the Pandora download.  Great app....Mike
Pandora,My go to app when I'm tired of my own playlist.,Spakass,8-Oct-14,4,I've had a Pandora account from the beginning of time. It does a good job sticking to the genre you've picked but every now and then a random song sneaks in.
Pandora,Five Stars,Elizabeth Janssens,23-Jun-16,5,More optionsand musicians.
Pandora,Five Stars,marcia e  durroh,23-Sep-16,5,Music
Pandora,I always use it on all my devices it's cool. I can do without the advertisements but that's ...,Kim Lomax,6-Aug-15,5,I always use it on all my devices it's cool. I can do without the advertisements but that's life.
Pandora,love it,tpwashington,28-Jul-15,4,I don't want to buy the full version at this point because the free version I have works just fine.
Pandora,Multi tasking,Julie Morrison,20-Feb-14,5,I love Pandora! There is a huge variety of music and anything you can think of as a station they will play music like it. I love it on my kindle so now I can listen to music and read while working out.
Pandora,Music at your fingertips...,Glynniece,20-Jun-13,5,"I had Pandora apps on several devices for a few years. Lately, its gotten better. I've noticed no commercials and better matching with ""like"" music. My stations are awesome. I sometimes forget I'm listening to Pandora and not a playlist I made."
Pandora,Great App,NRG,4-Apr-14,5,"I love this on my Kindle Fire HD.  Easy to use, easy to understand.  I'm still using it for free, but am tempted to buy the subscription.  I especially love the sleep timer and the alarm clock!"
Pandora,Ilove the variety,Linda M.,22-Oct-15,5,I like the way I can built a Playlist of my favorite types of music and artists.
Pandora,Four Stars,Helen Adams,31-May-16,4,Music & Comedy - very enjoyable
Pandora,Great music anywhere anytime,mike,11-Sep-15,5,I love pandora it's great and let's me pick exactly the type of music I'm in the mood for
Pandora,Five Stars,MARIA K,9-Aug-16,5,I love Pandora!
Pandora,Are you still listening? what a pain.,Danny R. Chavez,14-Oct-13,1,"it is a great way to listen to music however I absolutely hate when it pauses to see if your still listening. i dont mind the ads, but to get a better review from me the pop up of are you still listening needs to be removed."
Pandora,Love discovering new music related to what I already like.,Peter Whiteside,9-Apr-14,5,"I enjoyed lustening to Pandora enough that I purchased Pandora One so I didn't have to listen to commercials, etc.I have discovered so many new artists through this app. Pandora is the best."
Pandora,Five Stars,Pat C.,27-Jul-16,5,Enjoy it so much!!
Pandora,Four Stars,Michael McQueen,9-Aug-16,4,I dont like ads
Pandora,I love this app,Mary Jane platt,22-Jul-15,5,I love this app. I can pick and choose the music that means the most to me!!! Highly recommend it!!!
Pandora,Five Stars,Robert Hall,9-Aug-16,5,great selection
Pandora,Five Stars,Amazon Customer,8-May-16,5,GRET MUSICE FOR ALL VARIETY OF MUSIC
Pandora,Five Stars,lil,17-May-16,5,Lots of great music....all genres.
Pandora,Five Stars,Jeanie Zermeno,13-Sep-16,5,Love it
Pandora,Bad radio reception in my community,Tamela B.,28-Jan-16,5,I use this app often. Bad radio reception in my community.
Pandora,My favorite music website when I hit the road.,castillo hugo w,13-Apr-14,4,"Just an awesome website to listen your favorite music styles and artists.  I have recommended to friends, family and coworkers without any regrets, and no bad comments from those who sign up."
Pandora,Its a blast,columbustex,25-Apr-16,5,I have always found my music on Pandora
Pandora,i love it!!!!!!!!!!!!!!!!!!,mia lopez,1-Feb-14,5,I love it its fast u can pick your own music if u don't like it u can change it and if u like it u can save a little piece of it and u can have you own privet account so u can log out I love this app!!!!!
Pandora,Five Stars,elvin23,26-Sep-16,5,Good
Pandora,Love it use it all the,Chris Akers,12-Jun-16,5,Love  it use it all the time
Pandora,very good,Blessed,14-Mar-13,5,I like how u can customize your own stations.I can add or delete artists.Very good!!! Never get scrambled either because Pandora sorts your music.
Pandora,Enjoying good music,Jane,24-May-14,5,I really enjoy Pandora.  My sister told me about it and so I downloaded the icon.  You can make it your own personal radio station with only your kind of music.  Thanks Pandora media.
Pandora,it's bad,mary owens,12-Mar-16,1,It does not have the songs that I want to hear_Ÿ‘_
Pandora,I love Pandora! It is easy to download and set ...,jennifer l. kagan,10-Sep-14,5,"I love Pandora!  It is easy to download and set up, then you have a personalized music wonderland.  The free app has a few short ads that I do not find obtrusive."
Pandora,Pandora is great with the selections of channels and artist,James Riordon,9-Dec-14,5,Pandora is great with the selections of channels and artist.  Never have to listen to the same thing twice.  Not like regular radio.  Good stuff
Pandora,Pandora,Bernice Nowell,14-Jun-14,5,I love Pandora!!!  You can type in and pick songs you like and they add more songs to the groups that you choose.. Or you can type in single artist and find there names and songs.
Pandora,Pandora,Kindle Customer,29-Dec-13,4,I have Pandora on all my electronics. Easy to customize. Good for my smart phone - I can put on energizing music for working out or just walking. Have matched music for walking on the beach or in town. Love it!
Pandora,"Great on laptop, not so good on Kindle",Trey,8-Dec-12,2,"I've been using Pandora on my laptop for years and have always enjoyed the service.  I first tried the Pandora app on my Kindle Fire recently and did not have the same experience.  The interface was cumbersome, and the stream constant stopped after playing one or two songs."
Pandora,Five Stars,Laurie Talatzko,12-Sep-16,5,Love it
Pandora,Four Stars,Amazon Customer,28-Apr-16,4,have not had any time to get into this
Pandora,Four Stars,Dana bolden sr,20-Nov-15,4,I truly enjoy listening to Pandora especially when I'm riding do the road
Pandora,Pandora Experience,Raymond F. Khan,2-Nov-15,4,I like what I have used so far.  A good mix of music for my particular taste.
Pandora,only streaming service that has my favorite band Tool,R. Gray,18-Feb-16,5,only streaming service that has my favorite band Tool
Pandora,Best music ever,Repeet,23-May-14,5,What I love most about Pandora is that it only plays music that I like.  After the initial trial and error Pandora learn what I like and what I don't and selects my music accordingly.
Pandora,GREAT MUSIC,YVONNE T,2-Apr-13,5,THIS HAS ALL KINDS OF GREAT MUSIC TO CHOOSE FROM. IF YOU LOVE MUSIC LIKE I DO YOU SHOULD TRY THIS. I WAS AMAZED WHEN I STARTED LISTENING TO IT. IT HAS SO MANY DIFFERENT TYPES OF MUSIC. I LIKE NEW KINDS OF MUSIC THAT I HAD NEVER HEARD BEFORE. CHECK IT OUT..
Pandora,Fix the login!!!!!,pasturerider,12-Jun-14,5,If you log out and try to log back in it says technical difficulties and you have to try over and over again!  Fix it!!!!!!!! I really hope they can fix this I need my music!!!!!!
Pandora,LOVE IT,Donna Hogsed,9-Jun-13,5,This has been a blessing when you are in an area where you can't pick up anything with so much varieties of music.  I feel very lucky to be able to listen to this channel and the ability to select the singers and writers I want to hear.  Awesome
Pandora,Great App,Djelaw,20-Jun-13,5,"I like Pandora in most of it's varying forms across platforms. but this particular format is quite nice. I enjoy having quick access to lyrics and an easy ""thumbs up/down"" function. The sound quality on my Kindle Fire HD is pretty good too."
Pandora,Five Stars,Nicole Valentine,11-Aug-16,5,I love Pandora
Pandora,Great app,Amanda D,2-Jan-14,5,"Ive been using pandora for awhile, works great. Theyve added a bit more commercials but its still way better than the radio. I love the shuffle button to randomly go through each of your stations. Works great."
Pandora,Great site and understand the limited skips and also understand ...,Amazon Customer,3-Aug-14,3,"Great site and understand the limited skips and also understand the need to generate revenue through advertising but it is so intrusive , it makes you tune the site off."
Pandora,Five Stars,T Marshall,6-Jun-16,5,Just as good as the phone app
Pandora,Pandora is a great app. The choices of music is almost endless,henry l stokes,30-Jan-16,5,Pandora is a great app. Download it and enjoy the choices
Pandora,Pandora,preacherman,14-Mar-14,5,"A wonderful media solution for downloading, transfering, and listening to the music I like on my tablet or PC.  Can just let my PC play Pandora as I do other work or projects.  Enjoy it very much."
Pandora,Five Stars,Brie S,24-Jul-16,5,use this every day
Pandora,needs to be made better for Amazon tablets,bill,8-Feb-16,1,The app is good in general but sucks in Amazon tablets.
Pandora,Five Stars,Christina,10-Aug-16,5,Idk all of the
Pandora,Four Stars,David,18-Jun-16,4,Enjoying my favorite songs
Pandora,One Star,Amazon Customer,5-May-16,1,Preferred the free version with ads!
Pandora,wow,SuperDad,9-Jul-15,5,This app is really cool there are like a million different stations and it is a lot like I heart radio
Pandora,love,Lisa Deonarine,14-Nov-15,5,It is perfect for dancing to .I love to listen to it while II clean.
Pandora,Five Stars,Daniel A. Duran,2-Dec-15,5,Good listening at night when I go to bed and when I'm on the computer.
Pandora,Five Stars,Lauren,25-Jan-16,5,"I LOVE IT!! I can hear what or whoever I like, it's Great!"
Pandora,Five Stars,Amazon Customer,19-Sep-16,5,Great
Pandora,Recommend,Michelle,11-Sep-16,4,"Love Pandora.... It is great to get the monthly membership so you can play songs for four hours uninterrupted.  Only drawback to Pandora, is sometimes they get kinda wild and toss in songs that are NOT compatible with the list you have made... Like Bee Gees in with Van Morrison.  But that is only sometimes, and normally it runs smoothly!!!"
Pandora,Pandora great for music,Sekum Boni-Awotwi,2-Apr-15,4,I am really excited about the item. I enjoy listening to my music all the time. I will recommend it to family and friends.
Pandora,Awesome,MARGO,28-Jan-14,5,"This is awesome, to be able to hear the music you like anytime, and almost anywhere.  I truly like this and recommend everyone to sign in.  Thank you Pandora owner for making this product available to us."
Pandora,Pretty Good..,Spiritwolf74911,8-Oct-15,4,"Pretty good, but adds always pop up almost every song... But besides that awesome!"
Pandora,REALY?????,camcam1208,8-Jun-15,1,I got on the app thinking it was awesome. Then it asked me for Facebook information!!! Don't waste your time
Pandora,Great App,Judith A. Rodda,15-Jul-14,5,I listen to Pandora a lot.  I like a mix of different music and Pandora provides it nicely.
Pandora,Amazing,Steven Kootsouradis,27-Feb-16,5,"Amazing game, so addicting."
Pandora,I hope to have time very soon to enjoy all that Pandora will provide,Judith L. Cramton,28-Apr-17,4,Unfortunately not a lot of time to just sit and listen as of yet.  Company from out of state arrived so that meant trips that took me away from totally listening to music and actually getting all of my likes and dislikes registered.  I hope to have time very soon to enjoy all that Pandora will provide.  Had just enough time to know I will really enjoy it and I am really looking forward to having more listening time now that company has departed.  I am sorry to not really being ready to give a comprehensive review yet.
Pandora,A great app.,rswood,8-Nov-15,5,I love Pandora. Works great for me and gives me everything I need in music.
Pandora,Best music app!,taylor shelton,8-Mar-16,5,Favorite music app! I always listen to this app.
Pandora,I enjoy pandora. They have an excellent selection of music,Karen Ziegler,15-Nov-14,5,I enjoy pandora.  They have an excellent selection of music!
Pandora,Love it!,Rose,20-Dec-13,5,It's nice having  all the music  without all the commercials.  There seems to be a good selection of music & I would recommend it to anyone.
Pandora,Sweet Music!,Teresa Stauble,9-May-15,5,I like it because I don't have to search for songs and they provide just the type I like for the genre I selected.
Pandora,Two Stars,Nice,20-Feb-16,2,I pay for the Pandora I should be able to get unlimited skips
Pandora,Two Stars,Dolores,5-Feb-16,2,Having nothing but trouble since I put it on my tablet.
Pandora,Pick Pandora for pleasing music,Amazon Customer,25-Jun-16,4,Great music..easy to use
Pandora,Listen on,Dianne Mozer,21-Mar-16,5,Pandora gives us a lot of listening pleasure.
Pandora,Five Stars,grace pond,29-Jun-16,5,Love the radio stations
Pandora,Five Stars,Unknown,12-Aug-16,5,The best ever
Pandora,Pandora,tlhooks,27-Sep-15,5,"I like it a lot because of the music in it. It has good good rap, and country music."
Pandora,Five Stars,Carmen B,11-Sep-16,5,LUV IT
Pandora,Music radio,Crystal Joy Proman,11-Mar-16,5,This was downloaded to my fire.  I love Pandora
Pandora,Best of the best,Keith Cannon,2-Sep-16,5,Love it.
Pandora,Five Stars,Amazon Customer,2-Sep-16,5,Loved it
Pandora,Pandora on Kindle Fire,Kindle Customer,3-Feb-14,4,"New to my Kindle Fire and Pandora, but so far love them both.  Easy to find music and artists that I like.  This will make my time at the gym much better."
Pandora,Five Stars,Stephen H.,10-May-16,5,Got it for grandma - she loves it!
Pandora,Does anybody not have this already,stephen,3-Mar-14,5,"If not get it...........great for the car, etc.......the tracks can get a little redundant so pay the little extra and get the ""ONE"" version so you skip ads...........may be the death of XM"
Pandora,new tablet new music,m.scott stutzman,1-Jan-14,5,My wife got me a kindle fire HD for Christmas.So i thought I would try out Pandora  and see how it works.couldn't be happier plays and sounds great!!!would recommend Pandora to all a very good music provider.
Pandora,Five Stars,Calbo,20-Aug-15,5,Listening to Pandora has introduced me to new artists that I may never venture to listen to.
Pandora,great,AngryMom,21-Jan-16,5,This  is great for all the people who don't like spotlight
Pandora,like it,I love cheeze,17-Apr-13,4,"The app is great, but you have 2 wait 1hour for a skip. So it stuck on one song fur an hour. Also its kinda hard to get a certain song. I tried to get scream and shout but I only got the remix."
Pandora,Five Stars,redflyer,2-Jul-16,5,Can't live without it!
Pandora,great app,Dannys kindle,15-Jul-16,5,great for my kindle
Pandora,Genius!,Liz. C,21-Jan-16,5,Pandora makes my workouts so much more manageable! Genius!
Pandora,Pandora,David J.,27-Oct-15,5,"I love the Pandora radio station, it makes enjoying my favored music so easy."
Pandora,have it your way music your way,E.O.,23-Nov-15,5,What can I say.....Awesome  my own radio station?  Who'd have thunk it.
Pandora,One Star,Dave,27-Jun-16,1,didn't work on my fire.
Pandora,Four Stars,Howard Ash,10-Aug-16,4,GOOD PRODUCT.
Pandora,Five Stars,Chrys A Morris,28-Jul-14,5,Having a blast reconnecting with all my favorite  music - especially the 50's and 60's.
Pandora,Five Stars,Arturo Mata,22-Oct-15,5,"Love it, I have so many choices and they have a wide variety of radio stations"
Pandora,Five Stars,Jacqueline Ashcroft,5-Sep-16,5,Love it
Pandora,love it,Brandon Moore,5-Jan-14,5,"Honestly the only downside to this is that sometimes....you just want to listen to music from the artist you chose. At least I do. However, I normally enjoy the music that's being played anyway. So no biggy."
Pandora,So glad to have found this,Kindle Customer,29-Apr-14,5,I am a senior citizen and did not know what Pandora was all about.  I was introduced by young relatives and am very impressed.  Now I can listen to the music of my youth.  Thanks to all.
Pandora,Five Stars,D. L. Hull,25-Feb-16,5,I love this website build your own music stations.
Pandora,Five Stars,flasunshine,22-Jun-16,5,Works good on my Kindle.
Pandora,Four Stars,Joanne M. Laurent,5-Sep-16,4,Like it
Pandora,Love it,kelly,9-Jun-16,5,Simple to use love this app
Pandora,Awesome,LeTanja Bacon,31-May-14,5,Your favorite music at your finger tips. What's not to like? You are able to pick music by your favorite artist and listen to the song you want at your convenience. I LOVE PANDORA!
Pandora,Four Stars,sherry nguyen,23-Nov-15,4,The place where I find most awesome wedding songs. The ad sucks though.
Pandora,Five Stars,S. Howe,5-Sep-16,5,Love it
Pandora,Five Stars,Amazon Customer q,14-Jul-16,5,love the free music
Pandora,Pandora is great!,F. Parker,15-Jan-16,5,I love Pandora! Even the free version is well worth having!
Pandora,Won't start,Kiki Davis,9-Sep-13,2,"I love Pandora but I've been having issues like it won't play the music when I open it, instead it just stays on the blue Pandora screen. Please fix this problem."
Pandora,Five Stars,billie,28-Aug-15,5,Love having my music playing on my tablet at my desk!!  My choice of music - wonderful!!!!
Pandora,Five Stars,J.J,13-Sep-16,5,Kkssi
Pandora,Four Stars,jackie  gray,31-Jul-16,4,Have enjoyed it
Pandora,Pandora yay!,Heather B.,31-Jul-15,4,I love Pandora. I wish I could skip more songs but other than that it's my 'go to' music source.
Pandora,Highly recommend!!,Jessica,3-Dec-13,5,"Great app.. all of my children and I use it daily on many occasions, to include going to bed. nothing better then to fall asleep to soft music."
Pandora,Pandora,etha hampton,6-Feb-16,5,Wonderful love it now I can listen to music my kindle.
Pandora,My favorite way to listen to my favorite music,Doris J Ringer,31-Jul-14,5,"Love being able to choose the stations I want to hear.  Commercial free programing is available for a fee but the ""free"" aspect is worth the few advertisements."
Pandora,pandora support,M. Case,19-Sep-13,2,was quite surprised to find that when using Pandora support that there was a $38 fee . I am a new subscriber and had some questions about skipping with bluetooth/kindle. May go back to free music.What am I paying for??????????
Pandora,Four Stars,Barbara Woods,17-Sep-16,4,like
Pandora,Five Stars,israela,21-Jun-16,5,like having it available
Pandora,I will not use Pandora! I got it said ...,cassandra b welling,31-Jul-14,1,"I will not use Pandora! I got it said it was free as soon as I picked a station it said your free trial was over, really?  No thanks I will stick with I heart radio! :("
Pandora,Pandora music,Maria Renninger,17-Mar-14,1,Could not get it to deliver any stations.  We live in the country so we have the bottom of the barrel internet service.
Pandora,Five Stars,jim espinosa,17-Jul-16,5,"love it, thank you"
Pandora,Awesome,J.Bonilla,5-Oct-13,5,"The app gods have come and saved us all music lovers. If you have Internet, PandoraÂ® got you! Free music of your choice... you pick the artist you get the artist. Dont hesitate to download you music lover's. Get it now!"
Pandora,Five Stars,Kathy D.,20-Apr-16,5,"best way to listen to music, anywhere!"
Pandora,Three Stars,Amazon Customer,12-Sep-16,3,Music
Pandora,Music,Amazon Customer,19-Nov-13,5,"As long as you can deal with the infrequent ads, this is a great app.  Customized music on the go.  It also doesn't have problemswith stoppages like a lot of apps do.  I have it on my Kindle, and Google phone."
Pandora,Five Stars,Amazon Customer,12-Sep-16,5,Great
Pandora,One Star,Jose Torrado,30-Jul-16,1,Never purchased
Pandora,Five Stars,kassandra,16-Jun-16,5,I listen to it everyday!!
Pandora,Five Stars,JL,10-Aug-16,5,Love Pandora!
Pandora,Awesome app!!,Amazon Customer,16-Mar-16,5,Love this app!! Got the commercial free one!!
Pandora,Five Stars,Amazon Customer,25-Sep-16,5,:)
Pandora,Five Stars,Alex Hernandez,27-Feb-16,5,I can easily find the music I enjoy listening to.
Pandora,One Star,Olivia,25-Sep-16,1,No
Pandora,The Best!,Leona Moore,2-Jan-14,5,I've listened to Pandora for a while now and think it's great to listen to your favorite music anytime.  What I like most is there's not a lot of comercials which makes the listening experience even greater.
Pandora,Five Stars,ben garcia,24-May-16,5,good product and fast shipping
Pandora,Five Stars,Anne Stockard,3-Jul-16,5,The variety of music!
Pandora,"Was 5 star, now not so much",RJ 760,23-Sep-13,1,This app used to work flawlessly. Now with version 4.5 it hangs on startup about 50% of the time on my Kindle Fire HD. Two stars.UPDATE 10/20/14: Ads have become progressively more obnoxious and intrusive. Today I had one lock up the entire Kindle - I couldn't even power it down. One star - unacceptable. Tried to uninstall and even that failed.
Pandora,Five Stars,Amazon Customer,29-Mar-16,5,It enhances my listening pleasure everyday
Pandora,Great music for any genre,Amazon Customer,26-Apr-13,5,I like to listen to different types of music and with Pandora I have that option. I get to hear familiar and new songs in each genre. i also enjoy the benefits of no commercials since I subscribed. The yearly rate is low and for me a very good value.
Pandora,Free but not great,Terri Anderson,23-Dec-14,3,I love the free music but when I choose a certain song I don't get to hear that song just others by that artist or others of similar style.
Pandora,Five Stars,Wendy McGhee,24-May-16,5,"I love it, met my expectations"
Pandora,Good,Danelle L Marker,24-Aug-16,4,App is ok
Pandora,Totally Awesome! Been listening to Pandora for years,Brandon Gambrel,4-Feb-16,5,Totally Awesome ! Been listening to Pandora for years.
Pandora,Beautiful music at your finger tips,karen rabideau,12-May-16,5,"I love beautiful Music. I find all of this on Pandora. I can choose the type of music I like, choose all my favorite artists and listen to Pandora all day.If you have not tried Pandora I strongly suggest that you give it a try. The holiday music and or Hymns are beautiful as well. You will not regret it one bit. Just give it a try. You will find that it will be one of the best things you can do."
Pandora,Music....,Lyndamouse,20-Jul-16,5,Music...music....
Pandora,Four Stars,Diamond 1,2-Sep-16,4,Awesome
Pandora,Pandora is great!,Riley B,10-May-16,4,Good variety of stations to hear.
Pandora,Love the back ground music...,Guadalupe Serna,11-Aug-15,5,How did we ever live without PANDORA! I use it while on my P.C. I love the back ground music.
Pandora,Who doesn't love Pandora?,Kirsten,26-Oct-13,5,"There isn't much to say that hasn't been said by anyone else. It's a great way to listen to your favorite music, as well as discover artists that you have never heard before that play the same genres of music you enjoy."
