"Index","Product","Date","Stars","Review"
11881,"Amazon",2016-11-08,3,"I turned blue when the app did... but Amazon listens I used to LOVE Amazon's Music App, but with the recent change they eliminated a lot of features that I used and turned the app into something that is to me completely useless.CONS0 it is just slow, and laggy, and freezes all the time. While I am uploading or it decides to download something completely outside of my control it can not be used.EDIT***Since the time of my originally posting this review amazon has introduced several updates that have incremementally begun to address my problem and I am so thankful for that. I had started using another music player but it is so much easier to have the program that i use to download my music also play it and it is great to see that a company as big as Amazon can listen to complaints and improve on products. I STILL want it to be a lot easier to remove music from my computer directly from the ap but they added the see file on computer option back again so if I really want to I guess I can use that. Thanks Amazon.1 On the new app they have this extensive list/filtering system which is mostly redundant and yet so complicated I hardly ever know what subset of my music I am listening to. Is it my OFFLINE music, on the CLOUD, filtered by download date... or is it the ALBUMS section with ALL MUSIC, yet only purchased songs ordered by upload date? There is NOTHING smart about this set-up and it only serves to obscure the next point2 I can not STOP IT FROM DOWNLOADING EVERYTHING! I like to try out new albums/songs and support artists.. So I buy the album and keep it on the cloud and download my favorite songs for easy listening even without internet yaknow if I wind up in the stone ages or something.. Maybe somewhere along the line I accidentally hit dl everything, although I do not believe that I did- but even so I can not find any setting that would be able to help me change that! furthermore they took away the ability to click on a song and find it on my computer which I could have potentially used to delete unwanted songs from my computer. AND NOW WHENEVER I TRY TO DELETE A SONG INSTEAD OF GIVING ME THE OPTION TO DELETE IT FROM THE COMPUTER OR THE CLOUD IT ALWAYS ASKS ABOUT THE CLOUD.3 it is now more difficult than ever to donload or upload songs when I want to... having me drag and drop songs onto the words, upload or download is totally unintuitive especially since I usually like to deal in multiple songs.. which leads me to the INABILITY TO HIGHLIGHT MULTIPLE SONGS. That is a completely necessary/useful option that I do not understand the logic behind taking out.4 When I click make a playlist from this song- nothing happens... I probably just do not understand what I was supposed to do maybe? But I am fairly computer literate and a programmer myself so if I can not understand it I assume that most are quite perplexed.PROSThe color scheme is nicer... the icon looks good?I originally was going to give this app a 2 star rating becuse I think the aesthetics really were an upgrade... but honestly there is such a downgrade in functionality this app is terrible now.. If there were any other way to easily download and listen to my music that I buy from Amazon I would be there right now.."
11891,"Amazon",2017-05-13,5,"Awesome with Unlimited With Unlimited, this is now my go to music app! Spotify does have more of a wealth of playlists, but I think Amazon will continue to improve in that regard."
11894,"Amazon",2015-08-08,5,"Grandpa Truck loves this app My Dad is a truck driver and he loves this app. manly because he can get all the music he likes into a playlist. He does not want to listen to other apps like Pandora because he wants to hear what he likes. This app lets him do that. Most of the music he likes is free to him with my prime amazon membership. Its easy for him to use, he is over 60 and has technical difficulty with working devices but this is easy for him."
11895,"Amazon",2015-11-02,4,"Great App; Perhaps More Rare or Obscure Tunes Added to Available Songs I like this app but we recently just started using it more and I realized that the library of Prime is very mainstream. We listen to a multitude of stations that play songs I have never heard before and when searching for quite a few of those songs, they are not found. The app is used on an Android and loads sufficiently, but connection could be dependent upon carrier. Overall, I am glad I have it, but I hope that the available tunes will be expanded to those that are less mainstream, and leave you wanting more after hearing them play on Sirius."
11902,"Amazon",2017-04-19,2,"it never works IT NEVER WORKS. sorry this content is no longer available EVERY DAY.In fact, NEVER has this free music bovine excrement ever worked properly.I personally will go back to music the Old School way. I love an artist. I SUPPORT THAT ARTIST WITH MY FREAKING WALLET AND BY THE ALBUM, you know, a tangible object that you can see and touch and HEAR EVERY SINGLE TIME YOU PLAY IT.streaming......bovine excrement."
11904,"Amazon",2017-07-21,1,"Cannot use, have membership too I would put no stars but I can not. I cannot use this app without a so called membership. Even though I have one. It keeps asking me to start free trial or make a payment. But ive already signed up, and am able to use the kindle book app and the Amazon prime video. So why music is not recognizing my account I do not know. But I have already called twice about this Amazon prime. It sucks having to constantly call for this stuff."
11905,"Amazon",2015-09-22,2,"battery hog I hardly ever use this app but keep it on my phone to play music when i buy a new CD while I wait for it to arrive yes I prefer actual cd's to lossy mp3's.This app is constantly waking the phone to refresh something. it is always towards the top of the list for battery usage even if I haven't touched it all day."
11908,"Amazon",2016-02-04,3,"Needs lots of TLC Received when I signed up for prime I normally use Spotify I like the fact that there is no commercials making a playlist works yet it does not allow you to import the playlist from Spotify. You have got to solve this problem also if I want to sort my playlist for instance alphabetically or when added to the playlist on the app it does not allow me to do that I have to manually sort everything. All in all I am happy with it but you guys have a lot of improvements that you have to make to catch up"
11913,"Amazon",2016-12-24,2,"Really Poor User Experience - come on Amazon you are better than this Wake up Amazon. You do a lot of great things, this app is not one of them. If you want to compete with Spotify etc. you need to at least meet if not exceed their functionality. Get a good User Experience person to take a hard look versus the competition. Its hard to stop the app from running all the time. There is no simple QUIT option in the menu. It sticks itself in your notifications dropdown but clicking X there does not quit the app. Sometimes it feels like an annoying mosquito app. I love Prime and might consider upgraded music option and cancel spotify, but not with this APP experience. Please get some focus here and fix the User Experience here on this app."
11915,"Amazon",2013-12-12,1,"Needs an OFF button, too. I have only used this app a few times. The sound is good and it is handy, but each time I have used it when I am done listening and want to move on, I can not seem to find a way to turn this app OFF! None of the usual ways seem to work, and the controls only seem to give the option to pause not stop. Very hard to find a way to close the app. I have ended up restarting my phone just to get it shut off a couple of times. So although it is a convenient way to play the music I bought but forgot to download, I probably will not use it anymore."
11919,"Amazon",2016-06-19,5,"The only service you need Love Amazon music! Tons of freedom complete albums from all eras and genres. Plus great playlists and singles. As a bonus you can listen from the cloud or your device or desktop. Reasonable pricing if you want to buy instead. Really no downside. Plus all the benefits of prime video and prime for shopping. it is the only service I need to subscribe to."
11922,"Amazon",2017-02-11,1,"it is gone.... I have been purchasing all of my music on Amazon for the past several years. I purchase and download all of my music and generally have never streamed it, this was the first time. I only downloaded this app to my phone because I wanted my daughter to be able to play some select songs in the car. When I did the download I specifically chose not to start the service but just to add the app in order to play the music I had purchased, but in the process saw that prime of which I belong had some music groupings that might interest me. We enjoyed playing the music in the car for a short time using the app because I hadn't downloaded the music to my phone. It took a while before I realized the thing did not shut off. Got to work one day went to task manager and closed the app. Got out of work and realized it was still playing and had been ALL day, and using up my data. Pulled down the drop down menu and there it was, still playing. Just picked up my phone this morning and realized it has been playing some unknown music all night.................it is gone, going back to hooking up the phone and downloaded my purchased music that only costs me ONCE."
11925,"Amazon",2016-04-30,1,"dollar dollar dollar dollar With all the free music apps out there it makes no sense to own this app. I would rather put up with pop-up ads that pay for the music then have me pay for it. 1200 songs I have and never paid a cent"
11930,"Amazon",2014-11-03,1,"Not sure what amazon did to it... But it is terribly broken. First of all, this new and number 34;Amazon Music with Prime Music and number 34; only works on certain devices. The old and number 34;Amazon MP3 and number 34; app worked perfectly all the time. Second, when it works, you get Constant and number 34;nag and number 34; screens and number 34;reminding and number 34; you in the most intrusive way possible to try out Amazon's new Prime Music service. These nag screens can be dismissed, but they intermittently continue to pop up. Finally, the newest update will not even open without crashing and it keeps trying to open itself and ends up in a and number 34;crash loop and number 34;. They should have just left it alone, now I can not listen to any of my music. I guess I will have to export everything, and start using Google music."
11934,"Amazon",2016-08-15,1,"this was great, til the latest update for my phone this was great, til the latest update for my phone. the icon disappeared, cant find it in my apps. when i go to re download it amazon says you already own it and doesnt install it. basically, either the phone or the app say its on the phone, but it cant be seen on the phone and amazon or the phone wont let it re install.. frustrating."
11936,"Amazon",2017-06-02,1,"Et tu, Brute? I am a fan of Amazon, but this app has lobotomized my music collection so many times. In addition to causing my phone to choke into freeze mode, the app is not easy to use. Furthermore, it will not let you put your Amazon-bought music into a folder of your choice to live with your other music. In addition, it heavily favors streaming, which is not why I *buy* MP3 albums! I want to *have the MP3 on my device* to save on data and play when I have no signal. *Not everyone lives where they have good, constant signal!* This app is too reminiscent of iTunes and its user-adverse interface and method of railroading the user into using *only * this app...if the app was decent and allowed me to play and use non-Amazon music *without choking my phone to death,* maybe I would use it. This is far below Amazon's usual stellar standards."
11937,"Amazon",2016-09-20,5,"Love this Prime benefit I love the prime music. I have put together a mix of music to listen to during my work day. Anyone that knows me knows how much I love music. Since my Ipod is on the outs I have used Amazon Prime music nearly every day. I listen to it while I am mowing, doing my walk in the evenings, at work and in my truck. Great benefit to having Prime."
11941,"Amazon",2017-07-18,5,"Love it! Coming from Pandora I am almost overwhelmed ... First impressions after a week of use: Love it! Coming from Pandora I am almost overwhelmed with what to listen to next. I love Pandora, but it is not like this. I am not sure I will like the price once the reduced cost trial ends. And I still need to figure out if I can make it work with my Yamaha surround system."
11943,"Amazon",2016-09-30,3,"Seems a lot like a music promo app instead of a tool for my music I got this app and paid the extra for the year to have MY music be available to me. Instead, every time I open it I have to wade through Amazons's music to get to mine. Wish I could shift it around and have it always default to MY music instead of always promoting others music first."
11945,"Amazon",2017-06-06,2,"screwed up You have really screwed up listening to music using Amazon. I will go back to listening to Pandora or Music Choice on my TV. I ALEADY PAY FOR PRIME WHICH IS A JOKE BECAUSE MY PACKAGES HAVE BEEN LATE 4 times since December."
11947,"Amazon",2017-10-23,4,"Needs WAY more music variety, but it is better than a lot of music apps. it is better than google music or spotify, your playlists can be lost on your offline library and I have had to reinstall a couple times, BUT it is way easier to recreate your playlists and library more so that google music. I also like the online playlist options but it will not work with local on device music that you have, it has to be online. and it needs WAY more music options. But it is ok."
11951,"Amazon",2015-03-09,1,"WARNING INTERNAL MEMORY NEAR FULL, SOME FUNCTIONS MAY NOT WORK PROPERLY I have a Galaxy S5, and all my problems with it were related to the Amazon Music Player. It swallowed up my internal memory and really messed with the phone operation. So heres the deal, it by itself does not function on a phone at all, because thats the only place it works inside your Internal Memory. it is like they adapted a less sophisticated software to rush it to the market and went with it. They fixed the problem by making you discover through phone failure by reading reviews or by another means that they recognized the problem and really want to just sell you another app and download Amazon Apps. You will need to download their Amazon MP3 Mover in order to move songs to your SD Card. But it does not always work. It leaves off artist names and titles often so it has a lot of bugs. While the Amazon Player will not see the titles that it moves, the Android Music player will, so go figure. I really liked Amazon Music Player until I realized what it does not do. So one star, because Amazon knows the problems and can not seem to get it right. Really who can store all their music in Internal Memory. Take you mind off drone delivery which will never fly, and deliver your music....."
11954,"Amazon",2016-06-22,5,"Amazon prime music, better then your favorite mixed tape times a 1,000 I love Amazon prime music I haven't listened to music like this sense my 20'S and 30'S they make it so easy I have 6 different Playlist so easy to add too. I love even the stations no advertising just music any way to many perks to even try to list them all"
11956,"Amazon",2017-06-17,5,"... my go to music app and I find it easy to understand This is my go to music app and I find it easy to understand. I can compile my own playlists. If you upgrade to Amazon unlimited 79/yr for prime members a vast amount of content is at your disposal. You can still use the prodigious content of just the Amazon Prime content, if you do not want to pay."
11958,"Amazon",2017-01-15,2,"Not a worthwhile service. The selection is much smaller than most other streaming services, and Amazon Music does not even have all of the music which Amazon sells, meaning I can not even use it to listen to many of the CDs I bought with Amazon.Then, if I want to download my music I have bought with the AutoRip that Amazon emails me about every time I buy a compatible CD, that is awful, too. If you buy a CD on BandCamp - a much better service if you are buying albums digitally - it asks you what file format you would like. Amazon Music does not; Amazon Music says you will get .mp3 and you will like it. Of course, Amazon Music does not give you just any .mp3, because they had the forethought to give you your music in 292kbps. that is right, Amazon Music gives you decidedly lower quality music than other services. For a service built around music, Amazon Music should offer at a minimum 320kbps or V0.If you care about quality, I would not bother. I know I will not ever use it again unless I can download a lossless rip."
11959,"Amazon",2016-11-24,1,"... world do updates always seem to mean making things worse. this app was ok before why in today's world do updates always seem to mean making things worse. this app was ok before. not great by any stretch of the imagination, but it worked 'ok'. now it does not work ok. it is even less user-friendly, more clunky, unwieldy and just difficult to use. i cannot comprehend how or why this could have happened. i understand apple's music player on iphones is designed to be clunky to 'subliminally' push people towards their paid content. but i do not understand this. we are already paying for eg prime.my recently added playlist contains only one album, that was not recently added. it doesn;t include any of the music i have bought in the last 48 hours. this does appear in the purchased playlist though. downloading to my mac now appears to take 1000 percent longer than it did. and the format of naming artists and albums has changed. you can not use the shift key to select multiple items to download. it is awful.amazon - answer your prime customers - what are you playing at???? sort this sh8t out!!!!"
11962,"Amazon",2017-04-08,5,"Amazon Music rules! I love the radio stations and playlists, and love being able to put my own collection up there. I listen at work all day."
11965,"Amazon",2015-10-10,5,"... been using Pandora in the past and was relatively happy. Once I downloaded the Amazon Music with Prime ... I have been using Pandora in the past and was relatively happy. Once I downloaded the Amazon Music with Prime Music I haven't even thought about my Pandora. The selection of music and the playlists plus the customizable playlists of Amazon Music is way better than any other music app I have encountered. I am super happy with this app and have put it on all my devices. Plus its free with my Amazon Prime subscription which was all that much better. Win Win. can not go wrong with this App."
11969,"Amazon",2016-04-14,4,"EDIT: Fixed! Unable to use on Android 6.0Get error 45Logged out of AmazonUninstalled and reinstalled appCleared cache and dataForce closeEDIT: I figured out the issue was not Marshmallow or the phone. The issue was related to the old Amazon Appstore app. I logged out and deleted that app. Logged into Amazon Underground and all my apps are all there and reinstalled under the Underground app.App works fine for me"
11972,"Amazon",2017-11-09,1,"It is not working It wont install for me. The first time I tried I lost my signal and after that it would just not install. I tried going to my settings and uninstalling what was there and starting over but that did not work,."
11973,"Amazon",2014-06-16,2,"New update leaves much to be desired While it is very convenient to have my Amazon music on my phone, this app still leaves much to be desired. The previous version of the app was very good, allowing me access to my Cloud music and the music store. As it was, I would have given it 4 stars. The reasons for the loss of one star were that 1 You can not store music on an SD card, and 2 You can not sync playlists from the device library to the Cloud. Otherwise, it was a very good music player.However, with the new update, I am of a VERY different opinion. This new update is so full of glitches, it is almost unusable. The correct album art rarely shows, songs take FOREVER to load even when they are on my device!, I can hit the 'skip' button a dozen times and the song will not change although the song title text and album art will!. It also runs MUCH slower than the previous version. I am quite certain it is not my device- I am using a Galaxy SIII, on which all other apps just fine. I am giving it two stars because the new layout is very nice, but that does not really count for much when the app itself hardly functions.Very disappointed, as releasing something this rough is very un-Amazon-like. They should have done more testing for bugs before releasing. Hopefully they will fix the bugs soon with a new update."
11977,"Amazon",2016-06-08,5,"it is my favorite music app I use it all the time. it is my favorite music app. My only annoyance is that I can not find every song on the app, but it is not much of a bother."
11978,"Amazon",2015-09-30,1,"Adding songs to your playlists is a pain. Rather ... Adding songs to your playlists is a pain. Rather than the normal way of searching for a song and then adding it to your playlist you first have to add it to you library, then you have to go into your library and search for the song again, then you can choose to add it to your playlist. And the biggest problem is that there is no SD card support. Many phones have limited storage, but Amazon does not care about us people with older phones. It makes the app nearly worthless."
11979,"Amazon",2016-02-21,2,"Well worth the cost if you are not paying to primarily use Prime Music service or expecting the app to work everytime. I have been an Amazon Prime member for a couple of years now and also used Spotify for my music service. Last fall I canceled my Spotify subscription thinking Amazon's Prime Music service had to be at least decent enough considering I was already paying for it. Well, I am wrong. My husband has already declared it sucks! . But I do not listen as often and I have more mainstream tastes in music so I figured it should be good enough for me, but no. Here is a short list of why I do not like it; The avaiable music is nowhere near other top music services. The app is horrible. So much so that, even though it is essentially free since I pay for the shipping and video more than anything, I would rather just listen to music I have already purchased than use the slow, difficult to use app. The app is quirky and constantly loses connection or repeatedly needs updated for a new version, or just plain will not recognize stuff I added to my playlists via the cloud. Plus, it seems like a lot of the songs that I want to listen to are re-recorded versions by the artists that sound like a cover version of the song. I have not run across this with Spotify or Google Play. what is the deal with this scam?In short, if you are not a regular music listener this might be fine for you or if you just want to listen to the occassional song good luck if you can find it on Prime Music . But if you like to be able to create playlists to be able to listen to on your phone while at work or working out, or want to listen while doing housework find something else."
11985,"Amazon",2017-08-20,1,"One Star App continually stops working. Sometimes never connects on network. Only works at home on wifi."
11991,"Amazon",2014-06-26,1,"The Android App is HORRIBLE. I am on verge of uninstalling. I will also NOT be renewing my Prime Membership. I was really excited at first. As a Prime customer I was thrilled to see I had access to 1 million songs. And a lot of the songs on offer are right up my alley. The first day I added over 200 songs to my library.But the Android App is now nearly unusable. It was great before but now is just horrible. I have been able to listen to maybe five of these songs in the last week as this app is so buggy. It will not load. It crashes frequently. The song pauses every few seconds due to poor, slow streaming quality. The app is also an enormous resource hog. It takes up most of the RAM and drains the battery. My phone can no longer achieve a full charge when plugged into the wall for a few hours and drains to nothing in two hours with minimal or no use at all. I love that it remains running when it does not even work.The desktop program is tolerable. It was annoying trying to install flash in chrome and took a long time to set it up but I can live with that. I cannot tolerate the phone app. If things do not improve soon I will uninstall it and will also not renew my Prime Membership."
11993,"Amazon",2015-04-05,3,"Nice Enough if it Runs on Your Device I use this app on my Nexus 7--a Google product--and it does not allow me to listen to the Amazon Prime Stations. Not sure this is by spiteful design or simple indifference, but it greatly limits it usefulness to me. IIRC, it would not install at all on my Coolpad Quattro cellular, further making it of little use. Works okay on my various PCs, where I also utilize strong competitors such as Pandora, Spotify, or Slacker. I would have given it only 2 stars except I do like the categorical choices for the stations when I can see them!."
11996,"Amazon",2017-01-01,1,"DISAPPEARING CONTROLS ?! number ? Need I say more? How idiotic. DISAPPEARING CONTROLS ?! number ? Need I say more? How idiotic. Believe it or not this is not the only Windows program or app I use. Having controls at the top iTunes, some at the bottom Amazon, etc. and then have them disappear so I have to hunt for them by moving the mouse around the screen every time I want to pause, or skip, or ... WHAT IS THE POINT? At least I found a way to turn off the disappearing scroll bar in Microsoft Word. One down, one-hundred to go. Please, someone in Development or Design tell me what the benefit is of using disappearing controls?"
12004,"Amazon",2017-04-09,1,"Effectively nonfunctional Prior versions of this app were uninspired but functional. The current version is so poorly designed as to be nonfunctional. I have moved back to iTunes. Near as I can make out, the net effect of this app - if not the strategic intent - to make using this app to access downloaded and owned music so inconvenient that you just go to Amazon Unlimited streaming instead."
12006,"Amazon",2016-07-27,5,"... am always playing amazon stations and music on her love it nice to have when doing work around the ... have alexa and I am always playing amazon stations and music on her love it nice to have when doing work around the house. Found this when I got a pair of blue tooth ear buds and I wanted to play music when I go to gym. Have not used music in a very long time when working out forgot how much easier it is to do. Love this because of all the radio different stations and individual playlist that you can make it is fantastic.Sure wish I would have done this sooner. Thanks Amazon"
12008,"Amazon",2016-12-06,1,"***THE WORST MUSIC SOFTWARE*** ***THE WORST MUSIC SOFTWARE***1. does not play the majority of the songs I have uploaded.2. Sometimes replaces album art with incorrect ones.3. Sometimes deletes lyrics from various songs not really relevant since the Amazon Music Player does not display lyrics, unless that feature is enabled and then you are left with songs without lyricsAmazon refuses to play most of my songs that were uploaded to the cloud. These are original mp3 or m4a files. I do not understand what the problem is. Some play, some do not. Why?I did find a workaround that involves uploading, downloading, and then uploading again. that is right: upload the song, then download it back to your computer, delete the original uploaded song from Amazon's cloud server, and then re-upload the downloaded song. It appears that certain things are delete from the original uploaded, such as lyrics. Maybe Amazon does not like certain lyrics? Who knows!!!"
12010,"Amazon",2014-10-18,1,"Horrible performance on Mac Mini - NOT usable - un-install At first was excited to find this app to stream my Amazon music library on my mac. That excitement did not last long. Takes SO long just to navigate through music. Search is slow and then if you do find the artist/song you are looking for it displays the album art next to it, NOT the one you selected. Beyond that, takes FOREVER just to play a song. Mostly takes up CPU and spins. I have got a super fast internet connection too, so that is not it.Sadly I had to go back to the browser just to play my library, and that user interface is even more clunky. And JUST FINDING MY MUSIC LIBRARY was nearly impossible. Easy to find Prime video, prime music, but SO HARD to find my own music I own.If performance for this app ever did get fixed, it sure would be cool to have an Android app to access and play my library like a remote control. Ever cooler to have an iTunes-like visualizer."
12013,"Amazon",2016-02-09,1,"Just stay away from this expensive data and battery hog. First: This works fine on my computer, and I like it.Second, there is a very big but : not only was it gobbling half my battery life with the phone app - all while not being used - that it does not do what it must do if it is a phone app. Namely, work on my wifi. I thought that suddenly my the battery on my phone must be weakening. It is not.In order to download the music that belongs to you or use the player services it provides, you have to allow it to get on your phone's internet . It refuses to use wifi. This is bizarre, but what the hey. I downloaded my purchases and thought everything was fine. Come to find out, I would used 1GB of data that I did not even know about. Now, what is that? Then I got busy and forgot to look into it. I haven't used the player in the last week, and now my phone service is notifying me that I have used ANOTHER 1 GB of data!?! What in the world is it doing to use that much. Lucky for me I have a big plan, or I would be paying now.Amazing. Update: I logged out to stop it there is no off button and you can not get it to leave your notifications or stand down otherwise, and now it is got a pop up asking me to log in that you can not get out of by pressing the back button. Amazon can forget it. I am not logging in and out when I want to play music."
12015,"Amazon",2017-05-30,1,"WTF I am trying to understand the logic behind this free music app marketed to people who already pay you a dollar 100 per year. Are you completely unaware that we can already stream music for free elsewhere without a subscription of any kind? Stored on a cloud simply means we control all of your access to music you purchased . I am not going to renew our Prime subscription next year. So far our is just a gateway to additional monthly fees."
12016,"Amazon",2017-11-09,2,"Though I like the concept of Amazon music with prime Though I like the concept of Amazon music with prime, this app leaves a bit to be desired. Specifically it is really slow. I have around 3000 songs on my Galaxy S7. It can take upwards of a minute to change screens. Once I have reached the album, playlist or artist I am searching for, it plays just fine."
12017,"Amazon",2016-07-08,5,"Good User Interface, and quickly growing selection. I really like Amazon Music. I have been using it for about 6 months and it is finally starting to become a viable replacement for Spotify and Pandora and whatnot. It does not have quite the music selection as its competitors, but it has enough to keep me happy.At first there were some design flaws that made things a bit confusing, but they have been constantly making small adjustments that have made the whole experience very simple to use.Also, I am really happy they have been adding more classic Prog Rock, like Pink Floyd, Jethro Tull, Yes and some of the newer stuff like Between the Buried and Me, Opeth, The Mars Volta. can not wait to see more of that and other Prog Rock.The selection keeps getting better every week.One thing I would really like to see is a higher bit rate option. I think it'd be a really nice feature, although the music does sound pretty decent as is.Also gapless playback, if possible. With alot of prog, songs were not designed to have a pause between songs; they just keep playing."
12018,"Amazon",2015-11-18,1,"Those services are terrible. Amazon Amazon needs to do some serious fixing on their digital media. I tried music for the first time after getting a prompt that im only using 2 services What happens with my first experience? Try again Later Yes thats what I wanted to see. Same applies to movies. Took two attempts and at least a half hour to get a movie to play. Last time I tried to watch a movie it was telling me I couldnt watch it in HD, not enough bandwidth I have 60 meg bandwidth router 10 ft from TV. Those services are terrible. Amazon. Renewal Im thinking not."
12023,"Amazon",2016-07-01,5,"Love this better than any other I have used other options for my music. Amazon music is the best so far! I love that I get digital copies of my purchases immediately and can enjoy the music before I recieve my actual CD. I live that with Prime I can share my Amazon options with my household!! I just love Amazon! I used to be an eBay customer but Prime offers so many benefits that the competition can not compare. Having Amazon music on top of all the other great Amazon products just makes it sweeter!"
12024,"Amazon",2017-05-23,2,"This app is great when it works This app is great when it works. However, in the last few months it is constantly freezing after playing only a few songs offline and recently in the last few weeks, it will either not launch my library or it will hang up before a song loads to start playing. It is extremely frustrating and I would not consider this app or service when deciding to purchase Amazon Prime, because it is so unreliable.If this was a free service, I would expect some issues occasionally. I expect so much better from Amazon. Maybe Wal-Mart or one of the other competitors that Amazon used to dominate will jump in and make an app that just simply works."
12025,"Amazon",2016-07-10,1,"Junk it is a waste of time out of the gate on my android phone. I bought a bluetooth headset to listen to podcasts while I am mowing the lawn.The podcast is already on my phone.I open Amazon music, which is supposed to play music on the device and voila, it does. It plays through the speaker on the device.I attach the headset and, uh, no. No audio. I can see it playing, I can hear the volume go up and down as it makes a ding each time I adjust the volume.I screw around and waste 20 minutes pairing and unpairing, looking at settings, nothing fixes it so I toss it on the bed and mow my lawn with nothing but the voices in my head to occupy my time.I come back in and install BlackPlayer. It works flawlessly out of the box.Amazon how how much money to blow on development and you can not stream audio to a bluetooth headset in 2016?Here's some advice. My data will never live in your cloud. Stop designing poor apps thinking it will."
12030,"Amazon",2016-09-19,4,"I really do like this app I really do like this app. I personally find it simple to use although some might find it a bit cumbersome. I do like the fact that I can choose between my personal library and the Amazon Prime library. The only thing I wish were different is the fact that there are some songs and artists I can absolutely not find. This is probably due to song/album/artist rights and more of an artists choice than an Amazon issue, but it is still a bummer."
12033,"Amazon",2016-06-21,1,"Not worth the headache Uninstalled. It just removes music that you bought through them, the cloud storage is a joke as it is constantly rescanning, songs bought and saved to my sd card do not show up or just will not play. The prime music is not a good deal, as the songs are just removed with no warning kills whatever Playlist it lives in with it. I play games, videos and other Internet intensive apps with no issue. Amazon plays two songs from MY device and still manages to skip and refuse to play. Utter garbage. No customer support either. Just one maddening phone call after another that translates to 'got your money, sucka!' Officially done."
12038,"Amazon",2017-02-02,1,"I used to love, now I hate it. I used to love Amazon Music and would recommend it to everyone; not anymore.This app has become so buggy it is almost unusable. It will just stay running in the background for hours despite closing it multiple times.With Android Auto... OH My GOD it is awful! I can only access Recently Played, Recommended Stations, and a couple of other avenues that Amazon tries to force feed me. I have no way to browse the THOUSANDS of songs I purchased THROUGH AMAZON. I can not access My Playlists, nothing. If I unplug the phone, go to the playlist, artist, or song I want and then start playing it, I can then plug it into my car and listen to that, and ONLY that selection. Obviously, that is not ideal when you are trying to drive.I just want to be able to play all the songs on my phone in my car, why is that too much to ask?"
12039,"Amazon",2016-08-27,3,"Good for tracks purchased on Amazon but has one Flaw. Tried it out for a couple of weeks and it was great i can stream all my purchased tracks with great quality, But the main problem i had was when i uploaded some of my music it changed all of the cover art and i could not change it back i tried everything i could so that it did not but it kept doing it so i just stopped using it that was the deal breaker for me."
12040,"Amazon",2017-09-30,1,"AMAZON CLOSED ACCT ON IRMA VICTIM FOR BEING 14 DAYS ... AMAZON CLOSED ACCT ON IRMA VICTIM FOR BEING 14 DAYS LATE ON dollar 45 DUE TO POWER LOSS NO WAY TO PICK UP OR DEPOSIT PAY CHECK SHAME ON YOU AMAZON. IRMA VICTIMS HAD NO POWER IN THEIR AREA TO DO ANY BANKING AT THE BANKS OR ONLINE SINCE NO POWER, NO INTERNET AND NO CELL TOWERS/SERVICE. WORKPLACES WERE CLOSED, BANKS HAD NO POWER, AND AMAZON IS THE ONLY, ONLY, ONLY COMPANY THAT REFUSED TO HELP IRMA VICTIMS BY OFFERING A COURTESY DUE TO BEING IN THE DISASTER AREA."
12042,"Amazon",2017-04-02,2,"Once was good... now it is trash. They really need to start listening to customer suggestions. My personal music that I uploaded into my cloud and pay dollar 25 a year to do so has half the songs not playing correctly. The app does not respond well on the Fire Stick, and on my car iPod a 5th gen, the app is so slow and buggy, and my personal uploads play maybe 40 percent of the time. Also, WHY can not we sort out playlist music alphabetically!? I am seriously considering a massive switch from Amazon Digital services!"
12043,"Amazon",2014-01-07,1,"Disappointing on Android I have a Galaxy Note 3, and no matter what I did I could not get this app to properly install, nor work.At one point I got the widget installed, but when I would touch the widget all that would happen would be that a grey screen flashes and then you are right back to where you started.When installing other apps, like from the Play Store, after the installation there are usually two buttons presented; open and uninstall . With this app, however, those buttons are ghosted over so you can not open the app even if you wanted to.No luck finding it in the applications folder either..I am so disappointed because I have so much music hosted on Amazon, but can not even get it to play when i really need it to."
12050,"Amazon",2017-04-29,1,"It sucks it does not easily adapt the Amazon library into other ... It sucks it does not easily adapt the Amazon library into other music libraries you have so you have to switch out if the one library to listen to your other music stored in your device"
12053,"Amazon",2015-06-09,2,"When it works, it is good; WHEN it works. I really am trying to like this service, but it is always crapping out on me. It will start playing a track, but with out any audio. Then the audio *might* come on, but when it goes to the next track – if it does at all – it is often silent again. Or, it may happily play several tracks, and then crap out again. Needless to say, this free service for Prime members is as they say, what you pay for. I am going to give Apply Music a try when it is released."
12055,"Amazon",2014-06-15,1,"Worthless This app is compatible with neither my Kindle Fire nor my Android phone. An Amazon app that does not even work with a nearly new Amazon device? Inexcusable."
12056,"Amazon",2016-11-03,1,"DOESN T WORK FOR MOTO G PLUS 4th EDITION THIS APP HAS PROBLEMS WITH THE MOTO G PHONES AND MARSHMALLOW 6.01. I GET AN ERROR number 45 WHEN ATTEMPTING TO USE. I HAVE LOGGED OUT OF ALL MY AMAZON APPS, SET APP PRIVILEGES TO ALL, CLEARED DATA CACHE, FORCED START AND NOTHING WORKS. PLEASE SUPPORT ANDROID PHONES! I WAS ON TECH SUPPORT FOR AN HOUR AND REPS WERE NOT ABLE TO HELP."
12061,"Amazon",2016-10-23,4,"Amazon Music Is My Favorite I loved your Prime Music orange app I understand you want to stream..okay. I love the blue color of the app and I finally found my 1500 or so purchases on there. I am amazed about all the music I can listen to… This is my favorite music app. Great playlists too happy"
