"Index","Product","Date","Stars","Review"
7725,"Amazon",2013-05-29,5,"Love this one too! I love the amazon cloud player and mp3 app. I be able to listen to all my Amazon buy music on my apple device and yet my son can down load and save his song onto his android device."
7726,"Amazon",2014-12-24,4,"I love it. My only complaint be that it will not work with Chromecast. Other than that I love it."
7730,"Amazon",2014-04-13,5,"Muy contagiosa Me gusta la cancin tanto que mis estudiantes pre escolares van hacer una presentacion con esta cancin para el fin de ao escolar."
7731,"Amazon",2015-10-29,5,"Five star Great music selection."
7734,"Amazon",2014-08-20,5,"Soulful Straight from her heart. One of the much gut wrench blue song I have ever hear. It will blow you away."
7736,"Amazon",2015-02-12,1,"One Star do not know how to use it good sort of to much trouble to use I should say"
7737,"Amazon",2015-11-02,4,"Awesome Great music service!!"
7742,"Amazon",2015-12-26,5,"Five star Great app"
7744,"Amazon",2015-01-11,4,"Usually love it Why no Prime Station on my Samsung galaxy s3 phone. can be much user friendly."
7746,"Amazon",2015-09-25,4,"Four star Still miss a lot of song."
7747,"Amazon",2015-09-25,1,"One Star It do not have any new music"
7752,"Amazon",2015-06-01,5,"Five star Just a good a all the other I pay for in the past"
7755,"Amazon",2015-10-30,5,"Five star Love this great music"
7760,"Amazon",2014-07-14,3,"Nice but still need work on Blackberry z10 Even when I close the app it still seem to run a my BlackBerry continue to have the battery rapidly afterwards."
7761,"Amazon",2016-02-19,5,"Five star GREAT!"
7762,"Amazon",2015-11-25,5,"Five star It work great!"
7766,"Amazon",2015-06-13,3,"Three star cant pick artist for station downloadable though"
7770,"Amazon",2015-10-23,1,"One Star Tough to get to song."
7773,"Amazon",2015-07-22,4,"Four star Love it. Would give 5 star if it be free"
7774,"Amazon",2014-06-20,5,"you go it be great to and be in prime you get much recent free so I mean it be wondeful. that be a great idea Amazon you go"
7779,"Amazon",2015-06-26,1,"One Star It suck ass cant get or find the music i like."
7785,"Amazon",2015-11-04,5,"love it Love it easy to use"
7790,"Amazon",2014-12-18,5,"Great perk! I use it everyday! Love it! It do not take long for new song to become available!"
7791,"Amazon",2015-02-20,5,"I really like Amazon Prime Music I get to choose my playlists... no ad. I really like Amazon Prime Music!"
7801,"Amazon",2015-12-31,5,"Great! Great!"
7805,"Amazon",2015-09-30,1,"One Star Will not work on my phone."
7806,"Amazon",2015-05-24,5,"Great app Good app to utilize the free music from amazon prime."
7807,"Amazon",2014-09-25,4,"Primetime live I like Amazon MP3 good but this be fine. I do not have Amazon Prime so not very useful otherwise."
7809,"Amazon",2015-03-05,5,"Amazon Music deliver! this be my new go to music app! I love it. great selection."
7811,"Amazon",2015-10-09,3,"Three star A bite klunky to navigate"
7817,"Amazon",2015-10-31,4,"Nfld music Wonderful Nfld song"
7823,"Amazon",2016-02-02,5,"Five star Nice"
7829,"Amazon",2014-06-28,5,"amaze service It' amaze service which be high thanmy expectation. It be very useful on the phone when i exercise in the gym."
7832,"Amazon",2015-09-13,5,"Five star Use my prime music every day!"
7833,"Amazon",2015-11-07,5,"Five star Amazon be amaze"
7834,"Amazon",2015-11-16,5,"Five star Great service!!"
7837,"Amazon",2015-09-03,3,"Three star Good selection and good price"
7840,"Amazon",2015-03-21,4,"Otherwise a near perfect service! Please add a window Phone app. Otherwise a near perfect service!"
7842,"Amazon",2015-08-01,3,"Three star do not find all my music on my phone"
7850,"Amazon",2014-05-24,5,"Great easy to use. This App allow you to download any music without drop offs and click. I will recommend this to other smart phone user."
7854,"Amazon",2015-12-16,3,"Three star enjoy"
7855,"Amazon",2015-09-06,5,"5 star A1 a expect from Amazon. com"
7859,"Amazon",2015-12-02,5,"Five star Outstanding"
7862,"Amazon",2015-09-10,5,"Five star Thank you it be Graattteee!!!"
7870,"Amazon",2015-10-30,5,"Five star Amazon Music rock"
7883,"Amazon",2015-11-12,5,"Five star Pretty good...."
7885,"Amazon",2015-10-06,3,"Three star Only get very old song"
7887,"Amazon",2015-11-16,5,"Five star I love my app."
7889,"Amazon",2015-11-15,5,"Five star Greatly enjoy."
7892,"Amazon",2013-12-23,1,"Maybe I just do not understand! I guess I do not really get this app. I find it useless so I remove it. Not the good thing I ever purchase. Hope it work good for you. Lois A"
7894,"Amazon",2014-12-11,5,"Five star I be able to listen to some song that I have not hear in a long time. Thank you"
7905,"Amazon",2015-12-07,5,"Five star Great app"
7910,"Amazon",2014-09-12,1,"NA"
7911,"Amazon",2015-10-17,5,"Five star Its a great service."
7912,"Amazon",2015-12-11,4,"Four star Good app"
7918,"Amazon",2015-10-16,5,"Thank you Amazon for be amaze! a usual love it!!"
7919,"Amazon",2015-06-20,5,"Love prime music Great selection no commercial. Its perfect."
7924,"Amazon",2015-10-02,5,"Five star This be my new itunes!!"
7925,"Amazon",2014-12-13,3,"Three star I want to just be able to download to my phone without add another music app"
7933,"Amazon",2015-08-30,1,"One Star I do not like it too confuse"
7937,"Amazon",2014-02-20,5,"Easy download work good. handle music file without skip. Recommend for anyone with a good smartphone. use minimal storgage space and operate system power."
7940,"Amazon",2015-08-20,5,"Five star No problem with all my purchase."
7941,"Amazon",2014-10-05,5,"Five star What a great bonus!! This kind of thing be why I be always choose Amazon over other option!"
7942,"Amazon",2015-07-18,5,"Five star Great collection of all type of music."
7944,"Amazon",2016-01-04,5,"Five star happy"
7945,"Amazon",2015-07-13,5,"5 star nothing else need 2 be say! 5 star nothing else need 2 be say!"
7948,"Amazon",2015-04-29,5,"Five star LOVE ALL THE MUSIC ESPECIALLY FROM THE oldie PLAY LIST"
7949,"Amazon",2013-04-27,5,"love it Great player on all my device and allow me to create one playlist that I can access anywhere. When I download music it automatically sync with ITunes and make get my music easy."
7952,"Amazon",2015-09-25,5,"Great great range easy to use"
7959,"Amazon",2015-11-09,5,"Five star Great music!!!"
7963,"Amazon",2015-09-19,5,"Five star great product from Amazon"
7966,"Amazon",2015-06-10,1,"One Star Eh. there be hardly anything in the collection."
7970,"Amazon",2014-11-12,3,"NA"
7973,"Amazon",2015-01-28,1,"One Star delete this app no purpose and take up too much memory on my phone."
7977,"Amazon",2015-11-16,5,"Five star Just start"
7978,"Amazon",2015-11-16,5,"Five star Awesome song"
7979,"Amazon",2015-04-20,5,"Five star All my music and for free! go to cancel Google play!"
7981,"Amazon",2015-03-26,5,"Five star It allow you to download on your Android device awesome app!"
7984,"Amazon",2015-12-08,5,"Five star Perfect"
7986,"Amazon",2014-06-20,5,"Great Addition This be a great app that make list to your favorite music soooooo easy and inexpensive. I use it all the time"
7989,"Amazon",2015-11-21,5,"Good time good music Love it lot of fun"
7994,"Amazon",2013-10-18,5,"good than I tune! Have be purchase music from Amazon for year without any problem. No complaint. Easily download purchase to multiple device with very little hassle."
7996,"Amazon",2015-01-20,4,"Four star Easy access but take a while for your purchase to show up in the cloud."
8002,"Amazon",2014-08-21,3,"So so Music selection be okay. I do not get to choose everything i want but I do get some decent playlists."
8003,"Amazon",2014-01-07,5,"Easy to use purchase album from Amazon. com have be really easy. The download process be a no brainer a good. I have use this several time already."
8005,"Amazon",2014-06-18,4,"Prime Music Good start just need much Prime selection and then it will be a replacement for my other stream music app."
8006,"Amazon",2015-03-03,5,"app easy to install app be excellent for music purchase in amazon... easy to install"
8009,"Amazon",2015-11-04,3,"Three star need much R and B"
8010,"Amazon",2015-10-07,5,"Five star great amaze mixs."
8015,"Amazon",2014-11-12,1,"it be crash all the time. recently amazon mp3 app can not launch. crash every time at start. no support or fix."
8022,"Amazon",2015-08-06,1,"One Star very few song worth listen to"
8034,"Amazon",2015-09-11,5,"Five star Love be a prime member"
8035,"Amazon",2014-06-25,4,"okay Need to have some much up to date music. do not mind some old song but everything be much than five year old."
8056,"Amazon",2015-12-15,3,"Three star good"
8057,"Amazon",2015-10-07,1,"One Star do not workom lg g3"
8058,"Amazon",2015-06-05,2,"limit catalog Very limit catalog like their prime video."
8059,"Amazon",2015-10-07,5,"Five star Great free music!!!"
8061,"Amazon",2013-06-01,5,"Just Simply Awesome! Love this app! let you listen to your music and find new music all in the same app! Mine be connect to the Cloud so I get all my music on my PC list right here in this app!"
8064,"Amazon",2015-10-16,3,"Three star NOT a lot OF MUSIC"
8070,"Amazon",2015-09-08,3,"Three star need Chrome cast support"
8073,"Amazon",2015-04-25,2,"Two star Need much music. Spotify and Google have much option"
8074,"Amazon",2015-12-18,5,"Music Meh"
8076,"Amazon",2015-09-17,5,"Five star I love all thing Prime"
8079,"Amazon",2015-12-08,5,"Five star great"
8081,"Amazon",2015-07-18,5,"Five star Great and easy to use with my Echo!!"
8083,"Amazon",2015-11-24,3,"Three star Okay app"
8091,"Amazon",2015-09-02,4,"Four star Good selection of genre"
8092,"Amazon",2015-10-23,5,"Five star Bub bye Sirius!"
8102,"Amazon",2016-06-06,1,"That sound like a very convenient change to promote Prime membership only I have receive the type of music I do not want to hear be unable to delete it and when I try to purchase music use my card balance it tell me I can no long purchase MP3 digital music to my app. Music that be previously available to my app. now all of a sudden the same music can not be access. That sound like a very convenient change to promote Prime membership only. I have plan to purchase much song use my amazon card balance but now it appear I will have to use I tune music app. instead. Sorry for the inconvenient change that be make. I have always enjoy use amazon for everything always have a lot of great choice available. disappoint."
8106,"Amazon",2015-04-17,4,"Four star Great concept just need much band station in search"
8109,"Amazon",2015-10-07,5,"Five star I have no problem"
8111,"Amazon",2015-10-07,5,"So much music Love it even much!"
8114,"Amazon",2015-07-28,5,"Five star okay. Wish can transfer to phone library"
8115,"Amazon",2015-11-04,5,"Five star Nice feature"
8118,"Amazon",2015-11-22,5,"Five star Love it!"
8119,"Amazon",2015-10-16,4,"My music App work great!"
8120,"Amazon",2015-09-09,4,"Four star Quality good but limit"
8122,"Amazon",2015-06-08,4,"Four star For what I have use it be quite really good!"
8126,"Amazon",2015-08-16,5,"Awesome Love it.. good than Pandora"
8129,"Amazon",2015-01-07,2,"crash crash every time I try to play a download song for listen offline."
8131,"Amazon",2015-05-30,4,"Four star I enjoy the variety of artist you can choose."
8136,"Amazon",2015-11-16,5,"Five star Great app"
8144,"Amazon",2015-11-25,5,"Five star Love it"
8147,"Amazon",2012-03-03,5,"Simple and Easy have this install be great for so many reason. I personally set my preference to download to my phone and it also save to the cloud player. I also find a lot much sale item or i would call them impulse buy so beware have restraint."
8151,"Amazon",2014-09-13,5,"Love It I love it! It be the good music and download site I have ever use and I have try all of them!"
8152,"Amazon",2015-08-10,4,"Four star Still learn how to use this"
8159,"Amazon",2014-01-31,5,"easy to use Very easy to use especially like the widget. love the option of cloud or device. All my music come over to a new phone without a hitch"
8161,"Amazon",2015-10-09,5,"Five star Easy to download."
8164,"Amazon",2015-09-11,5,"Five star Great source for music."
8167,"Amazon",2015-12-02,5,"Five star Cool."
8169,"Amazon",2015-04-18,5,"Five star The station be a great mix with zero interruption!"
8175,"Amazon",2015-09-23,3,"Three star do the job I guess"
8179,"Amazon",2011-03-29,5,"love it We own 2 HTC Evo now share music with PC. Even without download it seem to cache song from the cloud I do not miss a beat even after lose signal for a while. Suggestion a feature like Amazon remember or similar cover 'image search' Google Shopper would help"
8182,"Amazon",2015-11-03,5,"Five star Very easy!!"
8183,"Amazon",2015-03-07,5,"perfect it be great with prime you can download entire album for free"
8187,"Amazon",2015-09-13,5,"Five star LOVE IT ALWAYS ON HAND"
8188,"Amazon",2015-11-21,5,"free. stream music Love it"
8191,"Amazon",2015-01-01,4,"Four star What a great way to get to listen to awesome music for free... love it!!!"
8192,"Amazon",2015-04-15,4,"Four star I like it but it do not have a lot of Latin music."
8196,"Amazon",2014-11-25,1,"worthless Cant save OR listen to purchase music except through this difficult to use app"
8199,"Amazon",2014-12-05,2,"Very disappoint.. do not work on my phone use the bluetooth in the car. Very disappoint..."
8204,"Amazon",2015-07-21,2,"okay Good but the library be limit."
8205,"Amazon",2015-10-22,5,"Five star Excellent!!!!"
8206,"Amazon",2015-11-23,5,"Five star Awosom"
8212,"Amazon",2015-10-30,4,"Four star Pretty good"
8219,"Amazon",2015-04-06,4,"Four star okay app. A little difficult to go through song library."
8221,"Amazon",2015-07-09,5,"Fantastic! I forget to rate it.... I love it!!!"
8224,"Amazon",2014-11-21,4,"Good but can be much avaialble. Descent app but should be available for much device like Roku a one example."
8226,"Amazon",2015-03-26,5,"Great app. I like to have access to my... Great app. I like to have access to my music. Awesome!"
8229,"Amazon",2015-06-08,5,"Five star Wonderful music and great way to listen."
8230,"Amazon",2015-06-08,5,"endless music all the good music all the time how great"
8235,"Amazon",2014-06-19,5,"awesome great app great music and totally free just be prime!! I 100 percent recommend this app I love this app so cool"
8238,"Amazon",2015-10-04,5,"Five star Very nice. thank"
8245,"Amazon",2015-10-22,5,"Five star Great tool!!"
8252,"Amazon",2014-04-02,1,"app suck I upload to my phone and when i try to open it always give a error say it be not install. give up after 3 try"
8253,"Amazon",2015-04-07,5,"Five star I hate that I can not use this app on my window phone."
8254,"Amazon",2015-04-22,5,"Great Amazon. com value! This be a very nice feature lot of option too!"
8261,"Amazon",2015-10-25,5,"Five star great music"
8262,"Amazon",2015-09-09,5,"Five star listen to it all time"
8266,"Amazon",2015-06-14,5,"Five star I love amazon prime and the free music."
8268,"Amazon",2014-01-10,4,"Good Interface A easy user interface mesh seamlessly from desktop app to phone. I do not use it a a player so will reserve review for that late on."
8277,"Amazon",2015-08-28,1,"One Star Only old music be free."
8278,"Amazon",2014-12-15,5,"work great Love it so far no bug and give me ton of access with my prime account"
8284,"Amazon",2015-10-22,5,"Awesome!!! Awesome!!!!"
8285,"Amazon",2015-10-08,5,"Five star Love his style"
8287,"Amazon",2015-06-16,3,"latin Music Not enough latin music to choose from."
8290,"Amazon",2015-03-28,5,"Five star Amazon prime music be fantastic. I absolutely love it."
8298,"Amazon",2015-11-08,5,"Five star Love it"
8306,"Amazon",2015-01-02,4,"... get to be on a lot but be mo nice from what I have get to Haven't get to be on a lot but be mo nice from what I have get to find"
8309,"Amazon",2015-10-11,5,"Five star I love it!!!!"
8316,"Amazon",2015-08-20,5,"Five star Write my review here...."
8317,"Amazon",2015-06-03,4,"Love no Very user friendly. Love no commercial"
8319,"Amazon",2015-11-11,5,"Five star thank"
8324,"Amazon",2015-07-22,5,"Great app! Easy to use love the service!"
8342,"Amazon",2015-10-12,4,"Four star Very good..."
8343,"Amazon",2015-04-17,4,"prime just keep get good Haven't use it long enough but seem pretty cool"
8348,"Amazon",2015-02-20,3,"Three star Difficult to transfer music from cloud to Samsung Galaxy III"
8350,"Amazon",2014-07-24,3,"Three star Easy to select music. Unable to use my Android device not compatible but no far explanation."
8367,"Amazon",2015-11-15,5,"Five star Love"
8378,"Amazon",2015-02-22,5,"Fun Great game... entertain! Now my husband be addict too!"
8380,"Amazon",2015-11-14,5,"Five star good"
8385,"Amazon",2014-12-09,5,"Five star Love this bonus for Prime member. work great on my Note 4 with Sprint"
8390,"Amazon",2015-04-17,5,"Very quick delivery... convenient and dependable! Very quick delivery... convenient and dependable!"
8397,"Amazon",2015-10-16,5,"Five star Love it!!!"
8398,"Amazon",2013-04-13,5,"good on your mobile find this app to be the much user friendly of any for your mobile device. Quick navigation crystal clear UI and stream from the cloud be fantastic. Try it you will love it!"
8399,"Amazon",2015-07-10,3,"Three star Not a fan of provide playlists"
8402,"Amazon",2015-02-19,4,"Good music app This app have get a lot good. Music selection be good."
8406,"Amazon",2014-06-20,2,"Clever Marketting seem like the limit free stuff be just there to get your eyeball on all the stuff that be for sale."
8429,"Amazon",2015-10-04,1,"One Star Not worth it"
8430,"Amazon",2015-10-13,5,"Five star Love prime"
8433,"Amazon",2015-05-08,5,"Good App Great way to shuffle all my favorite music."
8434,"Amazon",2015-11-05,5,"Five star Great"
8436,"Amazon",2013-07-21,5,"mp3 install my amazon mp3 player go without a hitch. i recently change phone so i have to reinstall it. and no fret all my music be there when i open it."
8443,"Amazon",2015-07-06,5,"quick and easy get what you want when you want"
8444,"Amazon",2015-11-08,5,"Five star Good"
8447,"Amazon",2015-10-07,5,"Five star Good music."
8452,"Amazon",2015-02-02,5,"Five star LOVE the Many selection and especially that under PRIME!!"
8454,"Amazon",2014-04-11,2,"update cause problem song noticeably pause when I unlock my device or try to do anything else. No way to require password for purchase."
8457,"Amazon",2015-10-11,5,"Five star Convenient"
8462,"Amazon",2013-03-15,4,"LIKE IT I LIKE THIS BECAUSE THIS be THE ONLY WAY I CAN LISTEN TO THE MUSIC I have buy AND download I CANT GET IT MY song TO DOWNLOAD TO ANY OF MY OTHER pc EVEN THOUGH IT say YOU CAN"
8463,"Amazon",2015-07-09,5,"Five star Love this no problem for me."
8465,"Amazon",2015-07-09,5,"Love it. Use be all the time Love it. Use be all the time."
8468,"Amazon",2015-04-15,5,"Highly recommend Prime music Just start get music. Absolutely love it."
8469,"Amazon",2015-07-18,4,"Four star Great selection good price"
8470,"Amazon",2015-09-26,5,"I be a prime member! Dope sound!!"
8476,"Amazon",2015-05-29,5,"goo ol oldie I be enjoy nice selection of oldie"
8480,"Amazon",2015-09-16,5,"Five star So far so good."
8481,"Amazon",2015-03-20,1,"do not work with Lollipop Constantly crash and delete library. Not useable."
8482,"Amazon",2015-09-30,5,"Five star Love the app"
8485,"Amazon",2015-10-13,5,"Five star it be cool"
8486,"Amazon",2015-10-22,5,"Five star Love it"
8489,"Amazon",2015-10-22,5,"Five star amaze"
8493,"Amazon",2014-08-21,5,"fantastic. Now I just need to update my datum All this free music to listen to on my phone fantastic. Now I just need to update my datum!"
8495,"Amazon",2015-10-08,5,"Five star I like it!"
8501,"Amazon",2015-11-12,5,"Five star Love it!!"
8504,"Amazon",2014-11-17,5,"playlists be a great way to have a quick selection of music on the go and great selection! I really enjoy the many selection of playlists and how easy it be to use."
8506,"Amazon",2014-07-13,4,"Nice Nice I have access to all of the music I have ever purchase from Amazon. com which be quite a lot."
8507,"Amazon",2015-10-02,5,"Five star work great"
8509,"Amazon",2014-10-01,5,"Love this! Amazon Prime Music be awesome! Yet another reason why I have the Prime membership."
8510,"Amazon",2015-05-06,3,"Three star Love the music hate the format of the app"
8512,"Amazon",2015-05-31,5,"Five star Always have the music I be look for."
8515,"Amazon",2015-03-27,5,"Five star Great on music when you like. all artist available."
8518,"Amazon",2015-04-25,3,"Three star Not enough music to choose from for my taste"
8519,"Amazon",2014-06-20,3,"Amazon music with prime music I need much instruction for this app not real sure how to use it I have a very limit understand"
8520,"Amazon",2015-06-18,5,"good part about prime membership good part about prime membership."
8522,"Amazon",2011-11-10,5,"Awesome Excellent app. The music store have ton of music. Haven't look for a song they do not have. But the cloud player alone be worth 5 star. Put your music in the cloud and then stream your OWN music from anywhere with internet access. amaze!"
8527,"Amazon",2015-04-29,5,"Five star I love it... it nicely organize your music!"
8538,"Amazon",2015-11-16,5,"Five star Love it!"
8547,"Amazon",2015-01-18,2,"do not bother. I hate that I can not integrate my music into my other player."
8550,"Amazon",2014-12-08,5,"NA"
8551,"Amazon",2015-10-07,5,"Five star Very good"
8554,"Amazon",2015-09-04,5,"Five star Great Service A"
8556,"Amazon",2015-05-30,5,"Five star Amazon Music have a great selection."
8557,"Amazon",2014-06-15,5,"love it.. finally.. you add prime music.. I have be wait for this prime music feature to come.. I have want this for so long.. thank you."
8559,"Amazon",2012-08-11,4,"Great App but lag at time cause my phone to freeze. Great App but lag at time cause my phone to freeze. The music also occasionally skip but I really like it because it be user friendly easy to buy / add new music which easily transpose to other device."
8564,"Amazon",2015-05-29,5,"Five star really like the option for this app"
8565,"Amazon",2015-09-26,5,"Good It be good"
8581,"Amazon",2015-09-26,4,"Four star Love amazon"
8586,"Amazon",2014-04-12,5,"MP3 I find the music I buy long time ago in the cloud player the music even I forget. It make me surprise."
8587,"Amazon",2015-10-07,5,"Five star Good app"
8589,"Amazon",2015-10-07,4,"Four star Great!!!"
8590,"Amazon",2015-09-28,4,"Four star Good music"
8598,"Amazon",2015-10-25,3,"Three star Good"
8603,"Amazon",2014-07-12,4,"thank Amazon! This be a nice app that Amazon give to the Kindle customer. work very good with no problem."
8604,"Amazon",2014-11-16,5,"Five star great app with ton of free music with their playlist feature."
8605,"Amazon",2015-09-27,4,"Four star it be great"
8611,"Amazon",2015-04-15,5,"amazon review So far so good product seem to be up to par"
8612,"Amazon",2015-08-25,4,"need much song limit selection"
8614,"Amazon",2015-07-18,4,"Four star seem to be work good."
8615,"Amazon",2015-10-05,4,"Four star All good"
8617,"Amazon",2014-06-02,5,"Great Everyone should have this take up no storage and you can have a many song movie a many a you like"
8620,"Amazon",2015-10-07,5,"Five star Great"
8625,"Amazon",2015-08-28,5,"Five star Music on the go!"
8637,"Amazon",2015-10-08,5,"Five star Perfect"
8638,"Amazon",2015-08-08,4,"Four star Great music choice."
8639,"Amazon",2016-02-17,4,"Four star Love it"
8641,"Amazon",2015-09-05,5,"Five star Good selection"
8642,"Amazon",2015-05-07,5,"Five star Awesome! So much good than Pandora..."
8645,"Amazon",2015-10-16,5,"Love it Great"
8648,"Amazon",2014-09-10,4,"how? Its a Amazon app. How do the play store have a update to this app and you do not?"
8650,"Amazon",2014-08-03,5,"Five star Love all the free music. be consider cancel my prime membership and this get me not to."
8653,"Amazon",2015-09-28,5,"Five star Love it!!"
8654,"Amazon",2015-04-21,2,"Two star much music be old not very many up to date"
8659,"Amazon",2015-10-06,5,"Five star love it"
8660,"Amazon",2015-10-15,5,"Five star Great"
8669,"Amazon",2014-06-25,1,"do not work with my android sad think it would be nice to have the app but it do not work with my android phone sad Oh good."
8670,"Amazon",2014-12-01,5,"Five star Great for me make quite a bite of the music I enjoy available to me."
8678,"Amazon",2015-09-25,5,"Five star Excellent"
8685,"Amazon",2015-01-09,5,"Five star Surprise I can hear to all my cd which I buy by Amazon"
8687,"Amazon",2015-07-30,5,"Five star great music selection"
8688,"Amazon",2015-10-03,4,"good product like it"
8689,"Amazon",2015-05-12,5,"Five star good than I expect... keep it up!"
8698,"Amazon",2013-04-02,5,"MP3 Player Love the access to album with Fastrip right after the purchase. I can download right to my phone and have the CD on the way. So far it work good on my motorola photon 4g."
8704,"Amazon",2015-07-18,5,"Five star cat love this product."
8706,"Amazon",2013-12-20,1,"new update make my phone stick Music take forever to play it stop play for no apparent reason or it just get stick. I use to love it but no long do!!!!"
8715,"Amazon",2014-07-20,4,"Four star Very good app"
8716,"Amazon",2014-07-31,4,"Four star The app be good for play but it be not a great for organize your playlists and such."
8719,"Amazon",2015-10-08,4,"Four star Great"
8731,"Amazon",2015-09-28,3,"Three star it be okay"
8732,"Amazon",2015-08-31,4,"Four star It be cool happy"
8735,"Amazon",2015-09-09,5,"Five star Really good"
8740,"Amazon",2015-09-08,3,"Three star Easy to use"
8747,"Amazon",2014-09-02,4,"Music on the Go I like the App just have to get use to delete unwanted song off it from Cloud."
8764,"Amazon",2014-04-27,5,"Dance music Great for dance around to work up a sweat. Good beat and the music just flow. Rest in Peace Frankie."
8767,"Amazon",2011-09-20,1,"NA"
8768,"Amazon",2015-10-02,5,"Good! Good!"
8770,"Amazon",2015-04-16,2,"Two star I can not get the app to work on my phone."
8778,"Amazon",2015-07-04,5,"Five star Great lot to choose from"
8779,"Amazon",2015-07-04,5,"I be happy with it. If I need they get it."
8780,"Amazon",2014-08-01,5,"Five star Absolutely love it would recommend everyone get it or try it out way good than pandora"
8781,"Amazon",2015-09-07,5,"Five star I like it!"
8783,"Amazon",2015-07-22,5,"Five star Great quality music."
8784,"Amazon",2015-07-22,4,"Need long Playlist I like it so far...."
8786,"Amazon",2014-03-21,1,"dislike it now cant find any of my song i bring andjust to difficult to follow it have change to much over the year."
8788,"Amazon",2015-08-28,5,"Five star great thank"
8789,"Amazon",2015-09-25,1,"One Star N good"
8790,"Amazon",2015-05-03,5,"Five star I wish they have the jacksons song"
8791,"Amazon",2014-06-12,4,"like it I like this simulator its great make me realize ii do the right thing by get rid of my plane"
8794,"Amazon",2015-05-03,5,"great!!! great selection and easy to download"
8797,"Amazon",2015-09-15,5,"Five star Love it."
8798,"Amazon",2015-08-13,5,"Five star lot of choice"
8801,"Amazon",2015-08-27,5,"Five star Msica prime"
8805,"Amazon",2015-08-31,5,"Five star work great"
8806,"Amazon",2015-09-14,5,"Five star Love it!"
8808,"Amazon",2014-08-30,5,"Good Music I be very happy with this item. Easy download for lot of good music of my choice."
8815,"Amazon",2014-03-18,5,"Amazon MP3 Great price and handy way to purchase and not have to drive all over look for what I want and the good price."
8823,"Amazon",2015-05-05,4,"music at a touch of your fingertip. Great idea!! I use it all the time."
8828,"Amazon",2015-07-22,4,"Four star Very user friendly."
8830,"Amazon",2015-09-02,5,"Five star AMAIZEING!"
8831,"Amazon",2015-09-30,5,"Five star Nice"
8832,"Amazon",2015-09-11,5,"Five star Love it."
8834,"Amazon",2015-09-25,5,"Five star Great"
8838,"Amazon",2015-06-26,5,"Five star Great selection of music"
8841,"Amazon",2015-09-01,5,"Five star work good"
8844,"Amazon",2015-06-25,5,"Five star Good collection of music"
8849,"Amazon",2015-08-13,5,"Five star lot of music."
8850,"Amazon",2015-10-08,5,"Five star A"
8853,"Amazon",2014-07-13,5,"good thing Amazon have ever do!! Wow!! Just WOW!! I will always renew Anazon Prime from now on!! Prime Music be fantastic!"
8861,"Amazon",2015-05-11,3,"Three star Not the vast selection I expect"
8863,"Amazon",2015-07-24,1,"One Star nothing big so far"
8874,"Amazon",2015-07-13,5,"Love it I love Prime Music!!"
8879,"Amazon",2014-05-27,3,"NA"
8881,"Amazon",2014-12-04,4,"okay app it work but I still use pandora and Spotify since it be free"
8882,"Amazon",2014-01-28,5,"So Easy I have nothing to compare it with but I have not be disappoint. it be great have my music with me wherever I be."
8883,"Amazon",2015-06-28,1,"Music I can not get it to work!"
8888,"Amazon",2015-07-21,5,"Five star Good music choice"
8889,"Amazon",2015-06-11,4,"Four star Wide variety of free music"
8899,"Amazon",2014-12-18,5,"Five star Classic steve at his fine. A timeless gem from way back!"
8900,"Amazon",2015-02-20,5,"great help kill time or when your Pandora be not work"
8901,"Amazon",2015-07-20,1,"One Star Poor music service"
8905,"Amazon",2013-07-28,5,"I love it I get my android trio for my birthday from my husband and now I can download music and app from the good place on the net Amazon!! Thank you."
8906,"Amazon",2015-04-01,5,"Five star MY FAVORITE WAY TO LISTEN TO MY choice."
8916,"Amazon",2015-08-01,5,"Five star Goof music app."
8917,"Amazon",2013-03-24,5,"Amazon MP3 down load make it to easy Amazon MP3 down load make it easy to find the music easy to buy either the album or just a single song and they make it easy to down load the music to my phone or pc."
8919,"Amazon",2015-06-03,5,"awesome way to stream music awesome way to stream music"
8922,"Amazon",2014-11-14,5,"Five star Love how it follow me from desktop to laptop to tablet to phone!"
8925,"Amazon",2015-06-28,3,"Three star Great choice of music."
8930,"Amazon",2015-09-10,5,"Five star Great!"
8931,"Amazon",2015-06-16,5,"Five star Great selection of music"
8932,"Amazon",2015-07-16,4,"Cool Plenty of song.."
8939,"Amazon",2017-05-29,5,"Like pandora... only good Like pandora... only good. No annoy ad to listen to. I wish they would stop update the app. It be much easy to navigate before the recent update. The fix of minor glitches make for major annoyance!! If it be not break do not fix it. Or at less let it be a option. Let the user know that the user interface will be change.... dramatically!!"
8940,"Amazon",2015-02-20,5,"Five star I like it you have all the music i like to play"
8941,"Amazon",2015-07-20,5,"Five star prime member must"
8942,"Amazon",2014-05-02,5,"GREAT My car radio just tank; luckily I have this to keep me company! Thank you so very much. Go Gators!"
8955,"Amazon",2015-05-30,5,"Five star they be miss a few song"
8956,"Amazon",2015-04-20,5,"Five star I love Amazon music. Great service."
8962,"Amazon",2014-01-06,5,"a good kind of music. I like beach music. I be raise with that kind of music. Every one around like it. that be all we ever listen to."
8964,"Amazon",2015-08-15,4,"Four star enjoy it"
8970,"Amazon",2015-06-02,5,"Five star i love it.. use it everyday"
8972,"Amazon",2015-04-13,5,"Five star Easy to use. Great stream music!"
8985,"Amazon",2015-03-11,5,"Five star great product great price fast delivery."
